CicloLectivoDesCorta,IdAlumno,Anio
2022-1,100002868,2022
2022-1,100003187,2022
2022-1,100004104,2022
2022-1,100005306,2022
2022-1,100005358,2022
2022-1,100005954,2022
2022-1,100007552,2022
2022-1,100008167,2022
2022-1,100010170,2022
2022-1,100011334,2022
2022-1,100011542,2022
2022-1,100011563,2022
2022-1,100011691,2022
2022-1,100011844,2022
2022-1,100011947,2022
2022-1,100012445,2022
2022-1,100012570,2022
2022-1,100012710,2022
2022-1,100012878,2022
2022-1,100012991,2022
2022-1,100013953,2022
2022-1,100014110,2022
2022-1,100014332,2022
2022-1,100014670,2022
2022-1,100015181,2022
2022-1,100015272,2022
2022-1,100015344,2022
2022-1,100015369,2022
2022-1,100015478,2022
2022-1,100015695,2022
2022-1,100015761,2022
2022-1,100016046,2022
2022-1,100016332,2022
2022-1,100016436,2022
2022-1,100016458,2022
2022-1,100017058,2022
2022-1,100017416,2022
2022-1,100017427,2022
2022-1,100017497,2022
2022-1,100017585,2022
2022-1,100017688,2022
2022-1,100017720,2022
2022-1,100017881,2022
2022-1,100017890,2022
2022-1,100018546,2022
2022-1,100018800,2022
2022-1,100019189,2022
2022-1,100019199,2022
2022-1,100019233,2022
2022-1,100019339,2022
2022-1,100019342,2022
2022-1,100019387,2022
2022-1,100019863,2022
2022-1,100020348,2022
2022-1,100020762,2022
2022-1,100020950,2022
2022-1,100021130,2022
2022-1,100021339,2022
2022-1,100021719,2022
2022-1,100021727,2022
2022-1,100021786,2022
2022-1,100022107,2022
2022-1,100022208,2022
2022-1,100022212,2022
2022-1,100022537,2022
2022-1,100022817,2022
2022-1,100022834,2022
2022-1,100022863,2022
2022-1,100022940,2022
2022-1,100022998,2022
2022-1,100023000,2022
2022-1,100023003,2022
2022-1,100023026,2022
2022-1,100023190,2022
2022-1,100023349,2022
2022-1,100023373,2022
2022-1,100023677,2022
2022-1,100023786,2022
2022-1,100023914,2022
2022-1,100024000,2022
2022-1,100024039,2022
2022-1,100024052,2022
2022-1,100024131,2022
2022-1,100024145,2022
2022-1,100024178,2022
2022-1,100024215,2022
2022-1,100024234,2022
2022-1,100024725,2022
2022-1,100025547,2022
2022-1,100025933,2022
2022-1,100026212,2022
2022-1,100026702,2022
2022-1,100026772,2022
2022-1,100026970,2022
2022-1,100026978,2022
2022-1,100027045,2022
2022-1,100027245,2022
2022-1,100027277,2022
2022-1,100027283,2022
2022-1,100027289,2022
2022-1,100027323,2022
2022-1,100027376,2022
