CicloLectivoDesCorta,IdAlumno,Anio
2023-1,100003187,2023
2023-1,100003518,2023
2023-1,100003865,2023
2023-1,100004011,2023
2023-1,100005558,2023
2023-1,100006967,2023
2023-1,100008120,2023
2023-1,100011758,2023
2023-1,100012268,2023
2023-1,100012388,2023
2023-1,100012680,2023
2023-1,100012737,2023
2023-1,100013133,2023
2023-1,100013204,2023
2023-1,100014176,2023
2023-1,100014296,2023
2023-1,100014333,2023
2023-1,100014522,2023
2023-1,100015369,2023
2023-1,100015798,2023
2023-1,100016025,2023
2023-1,100016090,2023
2023-1,100016112,2023
2023-1,100016478,2023
2023-1,100016545,2023
2023-1,100017363,2023
2023-1,100017449,2023
2023-1,100017671,2023
2023-1,100017997,2023
2023-1,100018189,2023
2023-1,100018551,2023
2023-1,100018610,2023
2023-1,100019017,2023
2023-1,100019072,2023
2023-1,100019339,2023
2023-1,100019368,2023
2023-1,100019568,2023
2023-1,100019778,2023
2023-1,100019858,2023
2023-1,100019890,2023
2023-1,100020186,2023
2023-1,100020225,2023
2023-1,100020227,2023
2023-1,100020415,2023
2023-1,100020605,2023
2023-1,100020682,2023
2023-1,100021120,2023
2023-1,100021134,2023
2023-1,100021141,2023
2023-1,100021233,2023
2023-1,100021532,2023
2023-1,100021720,2023
2023-1,100021754,2023
2023-1,100021782,2023
2023-1,100021865,2023
2023-1,100021881,2023
2023-1,100021936,2023
2023-1,100022221,2023
2023-1,100022520,2023
2023-1,100022537,2023
2023-1,100022829,2023
2023-1,100023352,2023
2023-1,100023370,2023
2023-1,100023502,2023
2023-1,100023958,2023
2023-1,100024069,2023
2023-1,100024181,2023
2023-1,100024221,2023
2023-1,100025843,2023
2023-1,100025974,2023
2023-1,100026580,2023
2023-1,100026640,2023
2023-1,100026731,2023
2023-1,100026840,2023
2023-1,100026965,2023
2023-1,100027028,2023
2023-1,100027043,2023
2023-1,100027183,2023
2023-1,100027699,2023
2023-1,100027763,2023
2023-1,100027950,2023
2023-1,100028016,2023
2023-1,100028105,2023
2023-1,100028168,2023
2023-1,100028604,2023
2023-1,100028624,2023
2023-1,100028643,2023
2023-1,100028659,2023
2023-1,100028663,2023
2023-1,100028689,2023
2023-1,100028743,2023
2023-1,100028870,2023
2023-1,100028893,2023
2023-1,100028900,2023
2023-1,100029155,2023
2023-1,100029160,2023
2023-1,100029186,2023
2023-1,100029352,2023
2023-1,100029353,2023
2023-1,100029589,2023
2023-1,100029738,2023
2023-1,100029814,2023
2023-1,100029873,2023
2023-1,100029904,2023
2023-1,100029921,2023
2023-1,100030019,2023
2023-1,100030110,2023
2023-1,100030122,2023
2023-1,100030171,2023
2023-1,100030212,2023
2023-1,100030239,2023
2023-1,100030310,2023
2023-1,100030311,2023
2023-1,100030420,2023
2023-1,100030564,2023
2023-1,100030569,2023
2023-1,100030586,2023
2023-1,100030646,2023
2023-1,100030666,2023
2023-1,100030728,2023
2023-1,100030882,2023
2023-1,100030959,2023
2023-1,100031011,2023
2023-1,100031041,2023
2023-1,100031094,2023
2023-1,100031267,2023
2023-1,100031307,2023
2023-1,100031350,2023
2023-1,100031591,2023
2023-1,100031749,2023
2023-1,100031808,2023
2023-1,100031928,2023
2023-1,100032126,2023
2023-1,100032179,2023
2023-1,100032227,2023
2023-1,100032274,2023
2023-1,100032290,2023
2023-1,100032382,2023
2023-1,100032407,2023
2023-1,100032452,2023
2023-1,100032517,2023
2023-1,100032522,2023
2023-1,100032553,2023
2023-1,100032554,2023
2023-1,100032572,2023
2023-1,100032627,2023
2023-1,100032867,2023
2023-1,100032871,2023
2023-1,100032873,2023
2023-1,100032923,2023
2023-1,100032965,2023
2023-1,100032995,2023
2023-1,100033046,2023
2023-1,100033081,2023
2023-1,100033459,2023
2023-1,100033494,2023
2023-1,100033518,2023
2023-1,100033561,2023
2023-1,100033577,2023
2023-1,100033958,2023
2023-1,100034069,2023
2023-1,100034145,2023
2023-1,100034154,2023
2023-1,100034186,2023
2023-1,100034243,2023
2023-1,100034244,2023
2023-1,100034403,2023
2023-1,100034434,2023
2023-1,100035019,2023
2023-1,100035032,2023
2023-1,100035103,2023
2023-1,100035130,2023
2023-1,100035244,2023
2023-1,100035355,2023
2023-1,100035395,2023
2023-1,100035436,2023
2023-1,100035513,2023
2023-1,100035673,2023
2023-1,100035723,2023
2023-1,100035833,2023
2023-1,100035886,2023
2023-1,100035918,2023
2023-1,100035932,2023
2023-1,100035980,2023
2023-1,100035999,2023
2023-1,100036010,2023
2023-1,100036036,2023
2023-1,100036107,2023
2023-1,100036258,2023
2023-1,100036291,2023
2023-1,100036317,2023
2023-1,100036334,2023
2023-1,100036382,2023
2023-1,100036396,2023
2023-1,100036416,2023
2023-1,100036662,2023
2023-1,100036728,2023
2023-1,100036740,2023
2023-1,100036755,2023
2023-1,100036786,2023
2023-1,100036801,2023
2023-1,100036816,2023
2023-1,100036817,2023
2023-1,100036838,2023
2023-1,100037004,2023
2023-1,100037075,2023
2023-1,100037206,2023
2023-1,100037248,2023
2023-1,100037357,2023
2023-1,100037380,2023
2023-1,100037421,2023
2023-1,100037423,2023
2023-1,100037533,2023
2023-1,100037552,2023
2023-1,100037604,2023
2023-1,100037626,2023
2023-1,100037636,2023
2023-1,100037694,2023
2023-1,100037819,2023
2023-1,100037839,2023
2023-1,100037842,2023
2023-1,100038126,2023
2023-1,100038147,2023
2023-1,100038231,2023
2023-1,100038287,2023
2023-1,100038360,2023
2023-1,100038379,2023
2023-1,100038739,2023
2023-1,100038779,2023
2023-1,100038922,2023
2023-1,100038938,2023
2023-1,100039101,2023
2023-1,100039221,2023
2023-1,100039223,2023
2023-1,100039309,2023
2023-1,100039314,2023
2023-1,100039322,2023
2023-1,100039326,2023
2023-1,100039342,2023
2023-1,100039393,2023
2023-1,100039420,2023
2023-1,100039464,2023
2023-1,100039466,2023
2023-1,100039571,2023
2023-1,100039692,2023
2023-1,100039773,2023
2023-1,100039785,2023
2023-1,100039803,2023
2023-1,100039827,2023
2023-1,100039842,2023
2023-1,100039903,2023
2023-1,100039915,2023
2023-1,100039939,2023
2023-1,100039985,2023
2023-1,100039988,2023
2023-1,100040007,2023
2023-1,100040036,2023
2023-1,100040043,2023
2023-1,100040064,2023
2023-1,100040076,2023
2023-1,100040084,2023
2023-1,100040099,2023
2023-1,100040131,2023
2023-1,100040133,2023
2023-1,100040151,2023
2023-1,100040154,2023
2023-1,100040173,2023
2023-1,100040183,2023
2023-1,100040208,2023
2023-1,100040278,2023
2023-1,100040378,2023
2023-1,100040393,2023
2023-1,100040403,2023
2023-1,100040459,2023
2023-1,100040489,2023
2023-1,100040511,2023
2023-1,100040518,2023
2023-1,100040564,2023
2023-1,100040674,2023
2023-1,100040679,2023
2023-1,100040693,2023
2023-1,100040734,2023
2023-1,100040737,2023
2023-1,100040746,2023
2023-1,100040812,2023
2023-1,100040848,2023
2023-1,100040854,2023
2023-1,100040855,2023
2023-1,100040856,2023
2023-1,100041088,2023
2023-1,100041139,2023
2023-1,100041169,2023
2023-1,100041174,2023
2023-1,100041195,2023
2023-1,100041270,2023
2023-1,100041349,2023
2023-1,100041373,2023
2023-1,100041418,2023
2023-1,100041445,2023
2023-1,100041446,2023
2023-1,100041470,2023
2023-1,100041493,2023
2023-1,100041513,2023
2023-1,100041619,2023
2023-1,100041675,2023
2023-1,100041677,2023
2023-1,100041764,2023
2023-1,100041765,2023
2023-1,100041934,2023
2023-1,100042032,2023
2023-1,100042057,2023
2023-1,100042063,2023
2023-1,100042101,2023
2023-1,100042167,2023
2023-1,100042186,2023
2023-1,100042200,2023
2023-1,100042236,2023
2023-1,100042260,2023
2023-1,100042263,2023
2023-1,100042313,2023
2023-1,100042343,2023
2023-1,100042537,2023
2023-1,100042706,2023
2023-1,100042866,2023
2023-1,100042912,2023
2023-1,100042913,2023
2023-1,100043000,2023
2023-1,100043282,2023
2023-1,100043290,2023
2023-1,100043311,2023
2023-1,100043450,2023
2023-1,100043506,2023
2023-1,100043522,2023
2023-1,100043545,2023
2023-1,100043592,2023
2023-1,100043603,2023
2023-1,100043659,2023
2023-1,100043715,2023
2023-1,100043737,2023
2023-1,100043756,2023
2023-1,100043771,2023
2023-1,100043775,2023
2023-1,100043793,2023
2023-1,100043808,2023
2023-1,100043822,2023
2023-1,100043845,2023
2023-1,100043855,2023
2023-1,100043879,2023
2023-1,100043960,2023
2023-1,100044072,2023
2023-1,100044102,2023
2023-1,100044263,2023
2023-1,100044264,2023
2023-1,100044375,2023
2023-1,100044628,2023
2023-1,100044733,2023
2023-1,100044790,2023
2023-1,100044864,2023
2023-1,100044878,2023
2023-1,100044955,2023
2023-1,100044957,2023
2023-1,100045037,2023
2023-1,100045137,2023
2023-1,100045175,2023
2023-1,100045177,2023
2023-1,100045251,2023
2023-1,100045256,2023
2023-1,100045279,2023
2023-1,100045288,2023
2023-1,100045313,2023
2023-1,100045419,2023
2023-1,100045421,2023
2023-1,100045431,2023
2023-1,100045534,2023
2023-1,100045540,2023
2023-1,100045556,2023
2023-1,100045567,2023
2023-1,100045568,2023
2023-1,100045704,2023
2023-1,100045730,2023
2023-1,100045735,2023
2023-1,100045760,2023
2023-1,100045797,2023
2023-1,100045800,2023
2023-1,100045802,2023
2023-1,100045874,2023
2023-1,100045925,2023
2023-1,100046061,2023
2023-1,100046064,2023
2023-1,100046096,2023
2023-1,100046100,2023
2023-1,100046103,2023
2023-1,100046159,2023
2023-1,100046250,2023
2023-1,100046285,2023
2023-1,100046411,2023
2023-1,100046454,2023
2023-1,100046536,2023
2023-1,100046543,2023
2023-1,100046579,2023
2023-1,100046600,2023
2023-1,100046658,2023
2023-1,100046673,2023
2023-1,100046686,2023
2023-1,100046730,2023
2023-1,100046779,2023
2023-1,100046832,2023
2023-1,100046836,2023
2023-1,100046918,2023
2023-1,100046944,2023
2023-1,100046979,2023
2023-1,100046980,2023
2023-1,100047110,2023
2023-1,100047126,2023
2023-1,100047428,2023
2023-1,100047464,2023
2023-1,100047608,2023
2023-1,100047617,2023
2023-1,100047641,2023
2023-1,100047810,2023
2023-1,100047922,2023
2023-1,100047970,2023
2023-1,100047971,2023
2023-1,100048152,2023
2023-1,100048216,2023
2023-1,100048329,2023
2023-1,100048403,2023
2023-1,100048419,2023
2023-1,100048616,2023
2023-1,100048727,2023
2023-1,100048921,2023
2023-1,100048956,2023
2023-1,100048973,2023
2023-1,100048995,2023
2023-1,100049091,2023
2023-1,100049116,2023
2023-1,100049153,2023
2023-1,100049209,2023
2023-1,100049290,2023
2023-1,100049304,2023
2023-1,100049471,2023
2023-1,100049526,2023
2023-1,100049527,2023
2023-1,100049634,2023
2023-1,100049682,2023
2023-1,100049719,2023
2023-1,100049742,2023
2023-1,100049915,2023
2023-1,100050085,2023
2023-1,100050090,2023
2023-1,100050092,2023
2023-1,100050201,2023
2023-1,100050286,2023
2023-1,100050312,2023
2023-1,100050341,2023
2023-1,100050647,2023
2023-1,100050828,2023
2023-1,100050890,2023
2023-1,100051231,2023
2023-1,100051465,2023
2023-1,100051470,2023
2023-1,100051719,2023
2023-1,100051721,2023
2023-1,100051733,2023
2023-1,100051780,2023
2023-1,100051791,2023
2023-1,100052164,2023
2023-1,100052343,2023
2023-1,100052453,2023
2023-1,100052509,2023
2023-1,100052510,2023
2023-1,100052564,2023
2023-1,100052592,2023
2023-1,100052629,2023
2023-1,100052635,2023
2023-1,100052759,2023
2023-1,100052763,2023
2023-1,100052857,2023
2023-1,100052871,2023
2023-1,100052913,2023
2023-1,100052938,2023
2023-1,100053974,2023
2023-1,100054160,2023
2023-1,100054332,2023
2023-1,100054336,2023
2023-1,100054341,2023
2023-1,100054385,2023
2023-1,100054558,2023
2023-1,100054580,2023
2023-1,100054581,2023
2023-1,100054645,2023
2023-1,100054670,2023
2023-1,100055381,2023
2023-1,100055387,2023
2023-1,100055556,2023
2023-1,100055722,2023
2023-1,100055991,2023
2023-1,100057721,2023
2023-1,100058047,2023
2023-1,100058118,2023
2023-1,100058205,2023
2023-1,100058215,2023
2023-1,100058230,2023
2023-1,100058241,2023
2023-1,100058245,2023
2023-1,100058250,2023
2023-1,100058252,2023
2023-1,100058278,2023
2023-1,100058281,2023
2023-1,100058345,2023
2023-1,100058356,2023
2023-1,100058359,2023
2023-1,100058362,2023
2023-1,100058364,2023
2023-1,100058377,2023
2023-1,100058378,2023
2023-1,100058379,2023
2023-1,100058410,2023
2023-1,100058455,2023
2023-1,100058477,2023
2023-1,100058483,2023
2023-1,100058493,2023
2023-1,100058498,2023
2023-1,100058514,2023
2023-1,100058525,2023
2023-1,100058559,2023
2023-1,100058567,2023
2023-1,100058671,2023
2023-1,100059623,2023
