CicloLectivoDesCorta,IdAlumno,Anio
2023-2,100002894,2023
2023-2,100003558,2023
2023-2,100003932,2023
2023-2,100003946,2023
2023-2,100003989,2023
2023-2,100004062,2023
2023-2,100004070,2023
2023-2,100004235,2023
2023-2,100004239,2023
2023-2,100005166,2023
2023-2,100005182,2023
2023-2,100006719,2023
2023-2,100007381,2023
2023-2,100007741,2023
2023-2,100007911,2023
2023-2,100008630,2023
2023-2,100009753,2023
2023-2,100009785,2023
2023-2,100010078,2023
2023-2,100010081,2023
2023-2,100010186,2023
2023-2,100010212,2023
2023-2,100010293,2023
2023-2,100010396,2023
2023-2,100010899,2023
2023-2,100011191,2023
2023-2,100011253,2023
2023-2,100011445,2023
2023-2,100011542,2023
2023-2,100011563,2023
2023-2,100011634,2023
2023-2,100011951,2023
2023-2,100012232,2023
2023-2,100012481,2023
2023-2,100012563,2023
2023-2,100012567,2023
2023-2,100012691,2023
2023-2,100012710,2023
2023-2,100012794,2023
2023-2,100012869,2023
2023-2,100012878,2023
2023-2,100013014,2023
2023-2,100013141,2023
2023-2,100013267,2023
2023-2,100013775,2023
2023-2,100014074,2023
2023-2,100014094,2023
2023-2,100014106,2023
2023-2,100014115,2023
2023-2,100014152,2023
2023-2,100014331,2023
2023-2,100014462,2023
2023-2,100014599,2023
2023-2,100014658,2023
2023-2,100014670,2023
2023-2,100014672,2023
2023-2,100014698,2023
2023-2,100014699,2023
2023-2,100014821,2023
2023-2,100014826,2023
2023-2,100014891,2023
2023-2,100015184,2023
2023-2,100015274,2023
2023-2,100015340,2023
2023-2,100015344,2023
2023-2,100015358,2023
2023-2,100015389,2023
2023-2,100015416,2023
2023-2,100015457,2023
2023-2,100015528,2023
2023-2,100015608,2023
2023-2,100015695,2023
2023-2,100015761,2023
2023-2,100015954,2023
2023-2,100016323,2023
2023-2,100016426,2023
2023-2,100016436,2023
2023-2,100016502,2023
2023-2,100016716,2023
2023-2,100017020,2023
2023-2,100017037,2023
2023-2,100017072,2023
2023-2,100017319,2023
2023-2,100017399,2023
2023-2,100017416,2023
2023-2,100017427,2023
2023-2,100017567,2023
2023-2,100017706,2023
2023-2,100017710,2023
2023-2,100017720,2023
2023-2,100017760,2023
2023-2,100017808,2023
2023-2,100017886,2023
2023-2,100017897,2023
2023-2,100017913,2023
2023-2,100018623,2023
2023-2,100018938,2023
2023-2,100019043,2023
2023-2,100019174,2023
2023-2,100019204,2023
2023-2,100019238,2023
2023-2,100019342,2023
2023-2,100019413,2023
2023-2,100019601,2023
2023-2,100019635,2023
2023-2,100019704,2023
2023-2,100019707,2023
2023-2,100019709,2023
2023-2,100019786,2023
2023-2,100019908,2023
2023-2,100020034,2023
2023-2,100020124,2023
2023-2,100020148,2023
2023-2,100020187,2023
2023-2,100020193,2023
2023-2,100020254,2023
2023-2,100020272,2023
2023-2,100020372,2023
2023-2,100020609,2023
2023-2,100020703,2023
2023-2,100020814,2023
2023-2,100020950,2023
2023-2,100020968,2023
2023-2,100021091,2023
2023-2,100021145,2023
2023-2,100021177,2023
2023-2,100021219,2023
2023-2,100021242,2023
2023-2,100021279,2023
2023-2,100021604,2023
2023-2,100021711,2023
2023-2,100021724,2023
2023-2,100021732,2023
2023-2,100021739,2023
2023-2,100021786,2023
2023-2,100021887,2023
2023-2,100022237,2023
2023-2,100022253,2023
2023-2,100022272,2023
2023-2,100022284,2023
2023-2,100022297,2023
2023-2,100022302,2023
2023-2,100022386,2023
2023-2,100022413,2023
2023-2,100022525,2023
2023-2,100022547,2023
2023-2,100022595,2023
2023-2,100022817,2023
2023-2,100022889,2023
2023-2,100022940,2023
2023-2,100022961,2023
2023-2,100022972,2023
2023-2,100022980,2023
2023-2,100022981,2023
2023-2,100022998,2023
2023-2,100023003,2023
2023-2,100023088,2023
2023-2,100023185,2023
2023-2,100023190,2023
2023-2,100023220,2023
2023-2,100023238,2023
2023-2,100023239,2023
2023-2,100023246,2023
2023-2,100023335,2023
2023-2,100023349,2023
2023-2,100023432,2023
2023-2,100023499,2023
2023-2,100023503,2023
2023-2,100023521,2023
2023-2,100023641,2023
2023-2,100023658,2023
2023-2,100023756,2023
2023-2,100023812,2023
2023-2,100023815,2023
2023-2,100023834,2023
2023-2,100023900,2023
2023-2,100024000,2023
2023-2,100024002,2023
2023-2,100024052,2023
2023-2,100024123,2023
2023-2,100024145,2023
2023-2,100024171,2023
2023-2,100024178,2023
2023-2,100024233,2023
2023-2,100024442,2023
2023-2,100024525,2023
2023-2,100024539,2023
2023-2,100024554,2023
2023-2,100024557,2023
2023-2,100024623,2023
2023-2,100024715,2023
2023-2,100024725,2023
2023-2,100025426,2023
2023-2,100025458,2023
2023-2,100025572,2023
2023-2,100025637,2023
2023-2,100025655,2023
2023-2,100025749,2023
2023-2,100025815,2023
2023-2,100025904,2023
2023-2,100025967,2023
2023-2,100026252,2023
2023-2,100026342,2023
2023-2,100026538,2023
2023-2,100026707,2023
2023-2,100026766,2023
2023-2,100026789,2023
2023-2,100026830,2023
2023-2,100026835,2023
2023-2,100026914,2023
2023-2,100026963,2023
2023-2,100026970,2023
2023-2,100026975,2023
2023-2,100026996,2023
2023-2,100027031,2023
2023-2,100027036,2023
2023-2,100027053,2023
2023-2,100027083,2023
2023-2,100027091,2023
2023-2,100027140,2023
2023-2,100027186,2023
2023-2,100027191,2023
2023-2,100027231,2023
2023-2,100027245,2023
2023-2,100027277,2023
2023-2,100027284,2023
2023-2,100027323,2023
2023-2,100027442,2023
2023-2,100027486,2023
2023-2,100027509,2023
2023-2,100027594,2023
2023-2,100027633,2023
2023-2,100027642,2023
2023-2,100027655,2023
2023-2,100027669,2023
2023-2,100027678,2023
2023-2,100027750,2023
2023-2,100027756,2023
2023-2,100027929,2023
2023-2,100027943,2023
2023-2,100027962,2023
2023-2,100027998,2023
2023-2,100028040,2023
2023-2,100028047,2023
2023-2,100028066,2023
2023-2,100028124,2023
2023-2,100028127,2023
2023-2,100028133,2023
2023-2,100028167,2023
2023-2,100028294,2023
2023-2,100028295,2023
2023-2,100028324,2023
2023-2,100028326,2023
