CicloLectivoDesCorta,IdAlumno,Anio
2024-1,100002894,2024
2024-1,100003487,2024
2024-1,100003558,2024
2024-1,100003932,2024
2024-1,100003946,2024
2024-1,100003989,2024
2024-1,100004011,2024
2024-1,100004062,2024
2024-1,100004070,2024
2024-1,100004388,2024
2024-1,100005166,2024
2024-1,100005182,2024
2024-1,100006719,2024
2024-1,100007381,2024
2024-1,100007741,2024
2024-1,100008630,2024
2024-1,100009785,2024
2024-1,100010078,2024
2024-1,100010086,2024
2024-1,100010293,2024
2024-1,100010335,2024
2024-1,100010899,2024
2024-1,100011445,2024
2024-1,100011688,2024
2024-1,100011951,2024
2024-1,100012232,2024
2024-1,100012445,2024
2024-1,100012567,2024
2024-1,100012680,2024
2024-1,100012691,2024
2024-1,100012710,2024
2024-1,100012869,2024
2024-1,100013526,2024
2024-1,100013775,2024
2024-1,100014074,2024
2024-1,100014094,2024
2024-1,100014152,2024
2024-1,100014176,2024
2024-1,100014281,2024
2024-1,100014522,2024
2024-1,100014599,2024
2024-1,100014658,2024
2024-1,100014698,2024
2024-1,100014821,2024
2024-1,100014826,2024
2024-1,100014891,2024
2024-1,100015246,2024
2024-1,100015274,2024
2024-1,100015340,2024
2024-1,100015358,2024
2024-1,100015389,2024
2024-1,100015528,2024
2024-1,100015695,2024
2024-1,100015761,2024
2024-1,100015798,2024
2024-1,100016046,2024
2024-1,100016112,2024
2024-1,100016436,2024
2024-1,100016502,2024
2024-1,100016716,2024
2024-1,100017020,2024
2024-1,100017072,2024
2024-1,100017319,2024
2024-1,100017416,2024
2024-1,100017427,2024
2024-1,100017567,2024
2024-1,100017671,2024
2024-1,100017720,2024
2024-1,100017775,2024
2024-1,100017808,2024
2024-1,100017814,2024
2024-1,100017913,2024
2024-1,100017997,2024
2024-1,100018154,2024
2024-1,100018551,2024
2024-1,100018938,2024
2024-1,100019043,2024
2024-1,100019073,2024
2024-1,100019150,2024
2024-1,100019174,2024
2024-1,100019204,2024
2024-1,100019342,2024
2024-1,100019413,2024
2024-1,100019635,2024
2024-1,100019686,2024
2024-1,100019707,2024
2024-1,100019754,2024
2024-1,100019858,2024
2024-1,100019908,2024
2024-1,100020034,2024
2024-1,100020124,2024
2024-1,100020148,2024
2024-1,100020193,2024
2024-1,100020272,2024
2024-1,100020311,2024
2024-1,100020432,2024
2024-1,100020609,2024
2024-1,100020703,2024
2024-1,100020723,2024
2024-1,100020968,2024
2024-1,100021177,2024
2024-1,100021219,2024
2024-1,100021233,2024
2024-1,100021242,2024
2024-1,100021279,2024
2024-1,100021604,2024
2024-1,100021618,2024
2024-1,100021711,2024
2024-1,100021724,2024
2024-1,100021754,2024
2024-1,100021936,2024
2024-1,100022212,2024
2024-1,100022221,2024
2024-1,100022237,2024
2024-1,100022253,2024
2024-1,100022284,2024
