IdAlumno,Genero,FechaNacimiento,Distrito,Provincia,Departamento,FamiliarResponsable,AnioNacimiento
100002894,M,1994-08-10,ATE,LIMA ,LIMA,,1994
100006719,M,1991-10-29,JESÚS MARÍA,LIMA ,LIMA,,1991
100009673,F,1993-08-30,COMAS,LIMA ,LIMA,,1993
100010409,F,1993-02-03,LURIN,LIMA ,LIMA,,1993
100012017,F,1995-05-27,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,,1995
100012989,F,1993-11-13,VILLA EL SALVADOR,LIMA ,LIMA,,1993
100014154,M,1996-11-14,LIMA,LIMA ,LIMA,,1996
100014619,M,1997-01-20,LOS OLIVOS,LIMA ,LIMA,,1997
100014801,F,1997-01-14,LIMA,LIMA ,LIMA,,1997
100015246,F,1998-05-03,LA MOLINA,LIMA ,LIMA,,1998
100016076,F,1997-07-22,MIRAFLORES,LIMA ,LIMA,,1997
100017124,F,1997-09-08,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1997
100017449,M,1997-02-18,PACHACAMAC,LIMA ,LIMA,,1997
100017684,M,1992-05-29,SANTA ANITA,LIMA ,LIMA,,1992
100017878,M,1995-09-12,CHORRILLOS,LIMA ,LIMA,,1995
100018280,M,1977-04-16,SANTIAGO DE SURCO,LIMA ,LIMA,,1977
100020564,F,1993-06-21,LOS OLIVOS,LIMA ,LIMA,,1993
100020703,F,1987-03-27,SAN MARTÍN DE PORRES,LIMA ,LIMA,,1987
100021170,F,1997-10-12,SANTIAGO DE SURCO,LIMA ,LIMA,,1997
100021375,F,1997-09-07,PUEBLO LIBRE,LIMA ,LIMA,,1997
100022824,M,1996-01-22,LIMA,LIMA ,LIMA,,1996
100022849,F,1994-02-25,ATE,LIMA ,LIMA,,1994
100023542,F,1998-07-24,SAN BORJA,LIMA ,LIMA,Madre,1998
100023658,M,1997-11-17,SANTA ANITA,LIMA ,LIMA,Madre,1997
100023931,F,1998-04-24,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,1998
100024001,F,1984-07-01,JESÚS MARÍA,LIMA ,LIMA,,1984
100024525,M,1975-04-20,LA VICTORIA,LIMA ,LIMA,,1975
100024557,M,1998-06-15,CHORRILLOS,LIMA ,LIMA,,1998
100024623,M,2000-03-09,COMAS,LIMA ,LIMA,,2000
100024883,F,1998-12-30,CHORRILLOS,LIMA ,LIMA,Madre,1998
100025637,M,1999-08-11,ATE,LIMA ,LIMA,,1999
100025655,F,1998-10-06,LINCE,LIMA ,LIMA,,1998
100025904,M,1999-05-21,SAN ISIDRO,LIMA ,LIMA,,1999
100026240,M,1998-04-11,SAN MARTÍN DE PORRES,LIMA ,LIMA,,1998
100026834,F,1999-07-09,CARABAYLLO,LIMA ,LIMA,,1999
100026840,F,1998-11-23,LURIN,LIMA ,LIMA,,1998
100027200,M,1999-03-02,SAN BORJA,LIMA ,LIMA,,1999
100027266,F,1978-05-15,EL AGUSTINO,LIMA ,LIMA,,1978
100027669,M,1991-06-29,CARABAYLLO,LIMA ,LIMA,,1991
100028637,F,1999-04-14,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Madre,1999
100028945,M,1999-01-14,LURIN,LIMA ,LIMA,,1999
100029461,F,1987-01-09,CHACLACAYO,LIMA ,LIMA,,1987
100029624,M,1996-10-20,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1996
100029766,F,1999-11-17,LIMA,LIMA ,LIMA,,1999
100029986,M,1998-12-01,PUENTE PIEDRA,LIMA ,LIMA,,1998
100030225,M,2004-06-12,CHORRILLOS,LIMA ,LIMA,Madre,2004
100030260,M,1996-09-16,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Padre,1996
100030429,M,1999-04-26,VILLA EL SALVADOR,LIMA ,LIMA,,1999
100030843,F,1998-10-27,VILLA EL SALVADOR,LIMA ,LIMA,,1998
100031200,F,1995-01-24,SANTA ANITA,LIMA ,LIMA,,1995
100031380,F,1973-01-04,SAN ISIDRO,LIMA ,LIMA,,1973
100031775,F,1998-03-26,CHORRILLOS,LIMA ,LIMA,,1998
100032530,F,1999-10-01,BARRANCO,LIMA ,LIMA,,1999
100033607,F,1993-07-24,LURIN,LIMA ,LIMA,,1993
100033713,F,1993-12-09,AYACUCHO,HUAMANGA,AYACUCHO,Madre,1993
100033794,F,1997-10-17,SAN MARTÍN DE PORRES,LIMA ,LIMA,,1997
100034725,M,1999-10-26,SAN MIGUEL,LIMA ,LIMA,,1999
100034996,M,1999-09-23,LIMA,LIMA ,LIMA,,1999
100035442,M,1999-02-04,LA PERLA,PROV. CONST. DEL CALLAO,CALLAO,,1999
100035904,F,1999-03-07,SANTIAGO DE SURCO,LIMA ,LIMA,,1999
100035982,F,1991-12-22,PACHACAMAC,LIMA ,LIMA,,1991
100036210,M,1987-09-21,SAN BORJA,LIMA ,LIMA,,1987
100036563,F,2000-03-18,CHORRILLOS,LIMA ,LIMA,Padre,2000
100036589,F,2000-04-06,SAN MARTÍN DE PORRES,LIMA ,LIMA,,2000
100037232,F,1999-07-20,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1999
100037241,F,1992-08-03,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,1992
100037336,F,1996-01-18,CHORRILLOS,LIMA ,LIMA,,1996
100037550,F,1998-06-26,PUENTE PIEDRA,LIMA ,LIMA,,1998
100037840,M,1999-02-26,LURIN,LIMA ,LIMA,Madre,1999
100038188,F,1989-04-04,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,1989
100038257,M,1999-04-15,PUENTE PIEDRA,LIMA ,LIMA,,1999
100038280,F,1999-07-13,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,1999
100038661,F,1992-09-27,CARHUAZ,CARHUAZ,ÁNCASH,,1992
100038762,M,1995-08-29,ATE,LIMA ,LIMA,,1995
100038938,F,2000-11-21,CHORRILLOS,LIMA ,LIMA,Madre,2000
100039564,F,2000-09-18,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2000
100039856,F,1997-02-19,MIRAFLORES,LIMA ,LIMA,,1997
100039932,F,2001-08-29,BARRANCO,LIMA ,LIMA,,2001
100039956,M,2000-03-21,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Madre,2000
100040173,F,1998-03-17,ABANCAY,ABANCAY,APURÍMAC,,1998
100040381,M,2001-02-17,LA VICTORIA,LIMA ,LIMA,,2001
100040788,F,2001-09-21,SANTA ANITA,LIMA ,LIMA,,2001
100040878,M,2000-09-26,CARABAYLLO,LIMA ,LIMA,Apoderado,2000
100041227,F,2021-05-27,LIMA,LIMA ,LIMA,Madre,2021
100041277,F,1984-07-24,MIRAFLORES,LIMA ,LIMA,,1984
100041444,F,2000-12-16,SAN MIGUEL,LIMA ,LIMA,Madre,2000
100041467,F,2000-02-21,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,2000
100041514,F,2000-05-25,JESÚS MARÍA,LIMA ,LIMA,,2000
100041631,M,2001-07-23,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,2001
100041682,F,2001-10-30,CHORRILLOS,LIMA ,LIMA,Padre,2001
100041779,M,2001-06-25,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2001
100041910,F,1998-11-11,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,1998
100042188,F,1998-05-30,VILLA EL SALVADOR,LIMA ,LIMA,,1998
100042545,F,2001-02-22,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2001
100042597,M,2000-10-06,LURIN,LIMA ,LIMA,,2000
100042683,F,2002-01-02,VILLA EL SALVADOR,LIMA ,LIMA,,2002
100042708,F,2001-04-23,FITZCARRALD,MANU ,MADRE DE DIOS,,2001
100042757,F,2000-10-03,VILLA EL SALVADOR,LIMA ,LIMA,,2000
100042758,F,2000-08-13,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2000
100042925,F,2001-09-09,PUENTE PIEDRA,LIMA ,LIMA,,2001
100042986,F,2000-10-05,LOS OLIVOS,LIMA ,LIMA,Madre,2000
100043050,F,1999-03-12,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,1999
100043232,F,2000-11-30,VILLA EL SALVADOR,LIMA ,LIMA,,2000
100043238,F,2000-11-06,SAN BORJA,LIMA ,LIMA,,2000
100043247,F,2001-04-24,VILLA EL SALVADOR,LIMA ,LIMA,,2001
100043299,F,2000-08-29,VILLA EL SALVADOR,LIMA ,LIMA,,2000
100043444,F,2001-08-01,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2001
100043620,F,2001-09-01,VILLA EL SALVADOR,LIMA ,LIMA,,2001
100043687,F,2001-01-14,VILLA EL SALVADOR,LIMA ,LIMA,,2001
100043827,F,2001-02-06,SANTIAGO DE SURCO,LIMA ,LIMA,,2001
100043839,F,2001-03-01,VILLA EL SALVADOR,LIMA ,LIMA,,2001
100044654,M,2001-03-09,SANTIAGO DE SURCO,LIMA ,LIMA,,2001
100044705,F,2001-05-17,LA VICTORIA,LIMA ,LIMA,,2001
100044709,F,1998-05-25,PUENTE PIEDRA,LIMA ,LIMA,Padre,1998
100044824,F,2000-07-15,SAN MIGUEL,LIMA ,LIMA,,2000
100044916,F,2001-07-17,MI PERÚ,PROV. CONST. DEL CALLAO,CALLAO,,2001
100044992,M,1997-07-25,CHORRILLOS,LIMA ,LIMA,,1997
100045198,F,2000-04-13,JESÚS MARÍA,LIMA ,LIMA,Madre,2000
100045359,F,1999-12-25,VILLA EL SALVADOR,LIMA ,LIMA,,1999
100045384,F,1999-10-18,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1999
100045626,F,2001-02-15,VILLA EL SALVADOR,LIMA ,LIMA,,2001
100045742,M,1982-09-04,CHACLACAYO,LIMA ,LIMA,,1982
100045920,F,1999-02-06,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1999
100046126,M,1998-08-07,CHURCAMPA,CHURCAMPA,HUANCAVELICA,,1998
100046360,F,2001-02-20,CHACLACAYO,LIMA ,LIMA,,2001
100046399,M,2001-04-19,SAN MIGUEL,LIMA ,LIMA,Padre,2001
100046419,M,2000-02-25,VILLA EL SALVADOR,LIMA ,LIMA,,2000
100046514,F,2001-09-11,SAN MARTÍN DE PORRES,LIMA ,LIMA,,2001
100046703,F,2000-12-22,VILLA EL SALVADOR,LIMA ,LIMA,Padre,2000
100046707,F,1991-05-26,LA VICTORIA,LIMA ,LIMA,,1991
100046871,M,2001-07-24,CHORRILLOS,LIMA ,LIMA,,2001
100046967,F,2003-07-03,SANTIAGO,CUSCO,CUSCO,,2003
100047583,F,1998-08-12,SANTIAGO DE SURCO,LIMA ,LIMA,,1998
100048093,F,2001-09-24,CURAHUASI,ABANCAY,APURÍMAC,,2001
100048135,F,2002-01-26,CHORRILLOS,LIMA ,LIMA,,2002
100048201,M,1997-07-23,SANTA ANITA,LIMA ,LIMA,,1997
100048249,F,1979-09-27,LIMA,LIMA ,LIMA,,1979
100048270,F,2001-08-07,SANTA ANITA,LIMA ,LIMA,,2001
100048416,F,2002-01-12,SAN BORJA,LIMA ,LIMA,Madre,2002
100048417,F,2002-02-05,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO,,2002
100048427,F,2002-07-29,SANTA ANITA,LIMA ,LIMA,,2002
100048573,M,2001-04-21,OXAPAMPA,OXAPAMPA ,PASCO,,2001
100048727,F,1996-12-15,MOQUEGUA,MARISCAL NIETO ,MOQUEGUA,,1996
100048957,F,2001-04-08,VILLA EL SALVADOR,LIMA ,LIMA,,2001
100048975,M,2000-05-13,LIMA,LIMA ,LIMA,,2000
100048988,M,2001-12-06,BREÑA,LIMA ,LIMA,,2001
100049054,M,2001-09-23,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO,,2001
100049292,M,2003-02-18,EL TAMBO,HUANCAYO ,JUNÍN,Madre,2003
100049302,F,1998-09-15,VILLA EL SALVADOR,LIMA ,LIMA,,1998
100049321,F,2002-06-27,SANTIAGO DE SURCO,LIMA ,LIMA,Padre,2002
100049337,F,2000-05-16,ANDRÉS AVELINO CÁCERES DORREGA,HUAMANGA,AYACUCHO,,2000
100049391,F,2002-08-17,SANTIAGO DE SURCO,LIMA ,LIMA,,2002
100049568,F,2002-06-16,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2002
100049667,M,2002-02-20,SANTA ANITA,LIMA ,LIMA,,2002
100049834,F,2000-07-14,SAN MARTÍN DE PORRES,LIMA ,LIMA,,2000
100051049,M,2002-01-03,LIMA,LIMA ,LIMA,,2002
100051521,F,2002-03-22,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2002
100052009,F,2002-04-05,SANTIAGO DE SURCO,LIMA ,LIMA,Apoderado,2002
100052084,M,1999-10-08,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1999
100052089,M,2002-05-17,ATE,LIMA ,LIMA,,2002
100052199,F,2000-01-29,LURIN,LIMA ,LIMA,,2000
100052346,F,2000-09-10,VILLA EL SALVADOR,LIMA ,LIMA,,2000
100052358,F,2000-11-07,LINCE,LIMA ,LIMA,,2000
100052414,F,1996-10-08,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,1996
100052432,M,2003-07-30,CHORRILLOS,LIMA ,LIMA,Madre,2003
100052437,F,2000-07-22,LA MOLINA,LIMA ,LIMA,,2000
100052452,F,2002-05-19,SANTIAGO DE SURCO,LIMA ,LIMA,,2002
100052537,M,2005-11-04,ATE,LIMA ,LIMA,,2005
100052654,F,1999-07-20,MALA,CAÑETE ,LIMA,,1999
100052818,M,2000-09-23,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,2000
100052849,F,2001-09-05,LURIN,LIMA ,LIMA,,2001
100052871,M,2001-07-27,TAMBOPATA,TAMBOPATA ,MADRE DE DIOS,,2001
100053006,F,2002-02-03,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100053906,F,2001-08-16,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2001
100054305,M,2001-10-04,CHORRILLOS,LIMA ,LIMA,Madre,2001
100054385,F,1997-04-30,VILLA EL SALVADOR,LIMA ,LIMA,,1997
100054551,M,2002-10-16,SICUANI,CANCHIS,CUSCO,,2002
100054569,F,1996-05-04,LIMA,LIMA ,LIMA,,1996
100054676,F,2002-01-21,HUANUCO,HUÁNUCO,HUÁNUCO,Madre,2002
100054706,M,2002-04-03,LURIN,LIMA ,LIMA,,2002
100054954,F,2001-12-11,BARRANCO,LIMA ,LIMA,,2001
100055335,F,2002-02-09,LIMA,LIMA ,LIMA,,2002
100055427,F,2006-10-19,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Apoderado,2006
100055493,F,2006-10-17,SAN MIGUEL,LIMA ,LIMA,Padre,2006
100055544,M,2001-10-01,PUNTA HERMOSA,LIMA ,LIMA,,2001
100055643,F,1987-02-27,LIMA,LIMA ,LIMA,Padre,1987
100058116,M,1999-02-14,PACHACAMAC,LIMA ,LIMA,,1999
100058266,F,2002-03-09,LURIN,LIMA ,LIMA,,2002
100058315,F,1993-06-04,LA MOLINA,LIMA ,LIMA,,1993
100058318,M,2005-10-25,SANTIAGO DE SURCO,LIMA ,LIMA,,2005
100058332,F,1982-10-06,VILLA EL SALVADOR,LIMA ,LIMA,,1982
100058380,F,1999-10-08,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1999
100058542,F,2001-12-04,LURIGANCHO,LIMA ,LIMA,,2001
100058546,F,1988-08-11,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,1988
100059627,F,2002-04-14,EL AGUSTINO,LIMA ,LIMA,,2002
100059729,F,2000-09-26,SANTIAGO DE SURCO,LIMA ,LIMA,,2000
100059748,F,2001-04-14,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2001
100060245,M,2020-03-27,CUSCO,CUSCO,CUSCO,Madre,2020
100061126,M,1995-11-12,VILLA EL SALVADOR,LIMA ,LIMA,,1995
100061173,F,2002-06-17,CHACLACAYO,LIMA ,LIMA,,2002
100061254,F,2001-12-30,JUANJUÍ,MARISCAL CÁCERES ,SAN MARTÍN,,2001
100061284,M,1995-10-08,LURIN,LIMA ,LIMA,,1995
100061307,F,2002-08-15,CHORRILLOS,LIMA ,LIMA,,2002
100061434,F,2000-09-09,LURIGANCHO,LIMA ,LIMA,,2000
100061457,M,1999-02-15,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,,1999
100062052,F,2002-04-18,LIMA,LIMA ,LIMA,,2002
100062611,F,2002-01-01,ATE,LIMA ,LIMA,Madre,2002
100062727,M,2002-12-27,LIMA,LIMA ,LIMA,,2002
100062739,M,1996-10-31,CHORRILLOS,LIMA ,LIMA,,1996
100062755,F,1989-03-26,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,1989
100062811,M,1999-09-02,SANTIAGO DE SURCO,LIMA ,LIMA,,1999
100062966,F,1998-06-13,VILLA EL SALVADOR,LIMA ,LIMA,,1998
100063027,F,2002-10-14,BARRANCO,LIMA ,LIMA,Madre,2002
100063186,F,2002-04-15,CHORRILLOS,LIMA ,LIMA,,2002
100063192,F,2002-07-25,SURQUILLO,LIMA ,LIMA,,2002
100063263,F,2004-05-05,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2004
100063267,F,2003-04-28,HUARAL,HUARAL ,LIMA,,2003
100063317,M,2002-04-11,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2002
100063383,F,2003-06-26,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2003
100063398,F,2003-12-12,LURIGANCHO,LIMA ,LIMA,,2003
100063440,F,2003-09-01,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2003
100063793,F,2002-10-24,SAN MIGUEL,LIMA ,LIMA,Madre,2002
100063811,F,2003-01-03,SAN LUIS,LIMA ,LIMA,Madre,2003
100063900,F,2004-02-16,ALEXANDER VON HUMBOLDT,PADRE ABAD ,UCAYALI,Madre,2004
100063927,F,2003-07-01,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Padre,2003
100063928,F,2002-12-14,COLCABAMBA,TAYACAJA,HUANCAVELICA,,2002
100064063,M,2001-10-30,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2001
100064101,F,2003-06-27,ATE,LIMA ,LIMA,,2003
100064165,F,2002-06-21,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,2002
100064166,F,2003-04-24,PUNO,PUNO ,PUNO,,2003
100064200,M,2002-03-14,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100064383,M,2002-08-03,RÍMAC,LIMA ,LIMA,,2002
100064641,F,2002-06-11,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100064677,F,2020-10-17,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Padre,2020
100064686,F,2002-09-06,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100064704,M,1998-02-14,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,1998
100064784,F,2002-06-15,ATE,LIMA ,LIMA,Madre,2002
100064918,F,2000-12-08,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2000
100064929,M,2003-03-13,JESÚS MARÍA,LIMA ,LIMA,Madre,2003
100064963,F,2020-05-12,JESÚS MARÍA,LIMA ,LIMA,,2020
100064969,F,2002-07-19,PUEBLO LIBRE,LIMA ,LIMA,,2002
100064985,F,2002-09-23,CUSCO,CUSCO,CUSCO,,2002
100065075,F,2003-02-05,ATE,LIMA ,LIMA,,2003
100065096,F,2002-12-31,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,2002
100065104,M,2001-09-17,LURIGANCHO,LIMA ,LIMA,Padre,2001
100065454,F,2002-07-25,CHORRILLOS,LIMA ,LIMA,,2002
100065477,F,2003-05-28,ATE,LIMA ,LIMA,,2003
100065537,F,2003-06-24,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,2003
100065577,F,2002-08-02,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2002
100065783,F,1988-05-02,RÍMAC,LIMA ,LIMA,Madre,1988
100065784,F,2002-03-05,SAN ISIDRO,LIMA ,LIMA,,2002
100065809,F,2002-12-06,MAGDALENA DEL MAR,LIMA ,LIMA,Madre,2002
100066014,F,2000-11-01,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2000
100066063,M,2002-06-20,VILLA EL SALVADOR,LIMA ,LIMA,,2002
100066122,M,2003-03-19,SAN BORJA,LIMA ,LIMA,,2003
100066182,F,2002-11-18,LIMA,LIMA ,LIMA,,2002
100066226,F,1994-04-26,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,1994
100066301,F,2001-03-07,GROCIO PRADO,CHINCHA ,ICA,,2001
100066340,F,2003-03-28,CAJAMARCA,CAJAMARCA,CAJAMARCA,Padre,2003
100066350,F,2003-11-05,BREÑA,LIMA ,LIMA,,2003
100066414,F,2002-10-23,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2002
100066440,F,2001-06-30,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2001
100066446,F,2003-02-10,LAMBAYEQUE,LAMBAYEQUE ,LAMBAYEQUE,,2003
100066466,F,2003-06-11,CHORRILLOS,LIMA ,LIMA,Madre,2003
100066500,M,2003-02-14,SANTIAGO DE SURCO,LIMA ,LIMA,,2003
100066536,F,1999-03-25,SAN MARTÍN DE PORRES,LIMA ,LIMA,,1999
100066631,F,1979-02-09,CHORRILLOS,LIMA ,LIMA,,1979
100066717,M,2000-10-24,CHUPACA,CHUPACA ,JUNÍN,,2000
100066826,F,1997-08-16,VILLA EL SALVADOR,LIMA ,LIMA,,1997
100066990,F,2002-08-26,CUSCO,CUSCO,CUSCO,,2002
100067010,M,2000-09-01,CHORRILLOS,LIMA ,LIMA,,2000
100067199,F,1992-12-11,LA MOLINA,LIMA ,LIMA,,1992
100067226,M,2002-08-18,SURQUILLO,LIMA ,LIMA,,2002
100067340,M,2003-03-21,SURQUILLO,LIMA ,LIMA,Padre,2003
100067457,F,2002-06-26,YANAHUARA,AREQUIPA,AREQUIPA,,2002
100067584,F,2003-05-30,SANTIAGO DE SURCO,LIMA ,LIMA,,2003
100067618,M,2001-10-01,POROY,CUSCO,CUSCO,Padre,2001
100067783,M,2003-01-15,CARABAYLLO,LIMA ,LIMA,Madre,2003
100067981,F,2002-07-16,JESÚS MARÍA,LIMA ,LIMA,,2002
100068036,F,1999-12-22,LIMA,LIMA ,LIMA,,1999
100068041,F,2003-01-14,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2003
100068049,F,2002-02-28,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2002
100068051,F,2002-10-11,JESÚS MARÍA,LIMA ,LIMA,,2002
100068071,F,2003-04-16,VILLA EL SALVADOR,LIMA ,LIMA,,2003
100068123,F,2002-05-15,SANTIAGO DE SURCO,LIMA ,LIMA,,2002
100068127,M,1991-11-21,PUNO,PUNO ,PUNO,,1991
100068148,M,2002-07-29,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,,2002
100068173,M,2002-04-24,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100068199,F,2002-10-09,CHORRILLOS,LIMA ,LIMA,,2002
100068207,F,2003-01-21,LURIN,LIMA ,LIMA,,2003
100068210,F,2003-02-03,LURIN,LIMA ,LIMA,Padre,2003
100068216,M,1991-01-29,ATE,LIMA ,LIMA,,1991
100068219,F,2002-12-28,MAGDALENA DEL MAR,LIMA ,LIMA,Padre,2002
100068231,F,2003-05-21,LOS OLIVOS,LIMA ,LIMA,Padre,2003
100068234,M,2003-01-25,COMAS,LIMA ,LIMA,Padre,2003
100068241,F,2002-10-24,RÍMAC,LIMA ,LIMA,,2002
100068261,M,2002-07-06,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100068304,F,2002-08-21,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,2002
100068359,F,2003-02-04,SURQUILLO,LIMA ,LIMA,,2003
100068364,F,2003-02-06,ATE,LIMA ,LIMA,,2003
100068392,F,2003-02-08,JESÚS MARÍA,LIMA ,LIMA,Padre,2003
100068457,M,2003-04-22,VILLA EL SALVADOR,LIMA ,LIMA,,2003
100068559,F,2002-08-06,CHORRILLOS,LIMA ,LIMA,,2002
100068576,F,2003-06-04,CHILCA,CAÑETE ,LIMA,Madre,2003
100068577,F,2002-10-18,BREÑA,LIMA ,LIMA,Madre,2002
100068579,F,2003-10-19,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2003
100068581,M,2002-08-10,JESÚS MARÍA,LIMA ,LIMA,Padre,2002
100068592,F,2002-01-16,HUANUCO,HUÁNUCO,HUÁNUCO,,2002
100068597,F,2001-05-30,ANDRÉS AVELINO CÁCERES DORREGA,HUAMANGA,AYACUCHO,,2001
100068598,F,1999-01-06,INDEPENDENCIA,LIMA ,LIMA,,1999
100068650,F,2001-06-09,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,,2001
100068704,F,2002-05-30,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2002
100068833,M,2001-04-20,SANTIAGO DE SURCO,LIMA ,LIMA,,2001
100068845,F,2003-06-09,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2003
100068899,M,2003-05-17,SAN MARTÍN DE PORRES,LIMA ,LIMA,Apoderado,2003
100068968,F,2003-06-13,SAN MARTÍN DE PORRES,LIMA ,LIMA,,2003
100068979,F,2003-05-12,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Madre,2003
100069004,F,2002-10-17,CARABAYLLO,LIMA ,LIMA,,2002
100069009,F,2000-02-11,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,2000
100069011,F,2002-02-15,CHORRILLOS,LIMA ,LIMA,,2002
100069023,F,2003-07-21,LOS OLIVOS,LIMA ,LIMA,Madre,2003
100069031,F,2001-07-27,LURIN,LIMA ,LIMA,,2001
100069103,F,2002-09-01,LURIN,LIMA ,LIMA,,2002
100069199,F,2001-03-14,PUENTE PIEDRA,LIMA ,LIMA,,2001
100069223,F,2003-05-01,LA VICTORIA,LIMA ,LIMA,,2003
100069387,M,2001-12-29,CHORRILLOS,LIMA ,LIMA,,2001
100069431,F,2000-02-26,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,,2000
100069485,F,2007-02-23,CHORRILLOS,LIMA ,LIMA,,2007
100069495,F,2001-09-08,CARABAYLLO,LIMA ,LIMA,Padre,2001
100069525,F,2002-04-26,COMAS,LIMA ,LIMA,,2002
100069534,F,2003-02-26,COMAS,LIMA ,LIMA,Padre,2003
100069554,M,2002-07-29,SANTIAGO DE SURCO,LIMA ,LIMA,,2002
100069587,F,1994-11-16,LOS OLIVOS,LIMA ,LIMA,,1994
100069592,F,2002-11-27,CHORRILLOS,LIMA ,LIMA,Madre,2002
100069616,F,2002-05-16,EL AGUSTINO,LIMA ,LIMA,,2002
100069622,F,2002-06-21,SANTIAGO DE SURCO,LIMA ,LIMA,Padre,2002
100069624,F,2003-05-03,LA VICTORIA,LIMA ,LIMA,,2003
100069644,M,2002-01-25,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,2002
100069674,F,1995-05-08,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,,1995
100069795,F,2004-01-29,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Madre,2004
100069802,M,2002-11-14,LURIN,LIMA ,LIMA,,2002
100069807,F,2003-06-13,ATE,LIMA ,LIMA,Madre,2003
100069949,F,2003-06-28,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2003
100069968,F,2003-08-08,PUEBLO LIBRE,LIMA ,LIMA,Madre,2003
100069969,F,2006-12-23,LIMA,LIMA ,LIMA,,2006
