,IdAlumno,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,CantCursosDesaprobados,CantCursos,ExcedeMitadCursosDesaprobados,ProgramaAlu
439,100032835,1,1,NO,0,2,NO,Medicina Humana
440,100032843,0,0,NO,0,4,NO,Ingeniería y Gestión Ambiental
441,100032864,1,2,NO,0,3,NO,Medic Veterinaria y Zootecnia
442,100032866,1,1,NO,0,1,NO,Medicina Humana
443,100032870,0,1,NO,0,6,NO,Medicina Humana
444,100032882,4,3,SI,2,5,NO,Arquitectura y Urb Ambiental
445,100032885,0,2,NO,0,5,NO,Medic Veterinaria y Zootecnia
446,100032889,1,1,NO,0,4,NO,Medicina Humana
447,100032907,0,0,NO,0,4,NO,Adm. Negocios Internacionales
448,100032912,2,2,SI,0,4,NO,Arquitectura y Urb Ambiental
449,100032950,1,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
450,100032958,2,1,NO,0,5,NO,Medicina Humana
451,100032963,0,0,NO,0,4,NO,Estomatología
452,100033056,3,3,NO,0,4,NO,Medic Veterinaria y Zootecnia
453,100033059,2,1,NO,0,3,NO,Biología Marina y Econegocio
454,100033067,1,0,NO,0,3,NO,Farmacia y Bioquímica
455,100033070,2,1,NO,0,3,NO,Medicina Humana
456,100033072,2,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
457,100033079,0,1,NO,0,6,NO,Medicina Humana
458,100033254,0,1,NO,0,6,NO,Nutrición y Dietética
459,100033304,4,4,NO,1,5,NO,Ingeniería Ambiental
460,100033312,3,1,NO,1,5,NO,Medicina Humana
461,100033353,1,0,NO,0,1,NO,Medicina Humana
462,100033438,0,0,NO,0,6,NO,Medicina Humana
463,100033447,0,0,NO,0,5,NO,Medic Veterinaria y Zootecnia
464,100033466,0,1,NO,0,5,NO,Medicina Humana
465,100033478,0,1,NO,0,6,NO,Medicina Humana
466,100033486,1,1,NO,0,6,NO,Medicina Humana
467,100033492,3,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
468,100033520,3,4,NO,1,5,NO,Medic Veterinaria y Zootecnia
469,100033523,1,2,NO,0,7,NO,Ingeniería Ambiental
470,100033531,0,3,NO,0,6,NO,Medicina Humana
471,100033567,0,0,NO,0,5,NO,Medicina Humana
472,100033578,1,1,NO,0,2,NO,Medicina Humana
473,100033579,1,2,NO,0,3,NO,Medic Veterinaria y Zootecnia
474,100033607,2,0,NO,0,3,NO,Medicina Humana
475,100033618,4,2,NO,0,4,NO,Medicina Humana
476,100033624,1,1,NO,2,2,SI,Medic Veterinaria y Zootecnia
477,100033648,0,0,NO,0,1,NO,Arquitectura y Urb Ambiental
478,100033685,0,0,NO,0,1,NO,Medicina Humana
479,100033689,0,2,NO,0,5,NO,Medicina Humana
480,100033704,0,0,NO,0,4,NO,Medicina Humana
481,100033706,0,1,NO,0,3,NO,Medicina Humana
482,100033707,0,0,NO,0,1,NO,Ing. Económica y de Negocios
483,100033794,1,1,NO,0,4,NO,Medicina Humana
484,100033805,0,1,NO,0,5,NO,Medicina Humana
485,100033810,2,1,NO,1,5,NO,Medicina Humana
486,100033834,1,1,NO,0,6,NO,Arquitectura y Urb Ambiental
487,100033835,1,2,NO,1,2,SI,Medic Veterinaria y Zootecnia
488,100033838,1,1,NO,0,1,NO,Medicina Humana
489,100033887,1,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
490,100033906,0,0,NO,0,5,NO,Medicina Humana
491,100033942,0,1,NO,0,4,NO,Arquitectura y Urb Ambiental
492,100033978,2,1,NO,0,4,NO,Medicina Humana
493,100033996,2,0,NO,0,4,NO,Medicina Humana
494,100034007,2,2,SI,2,5,NO,Ingeniería Ambiental
495,100034023,0,1,NO,0,4,NO,Medicina Humana
496,100034133,2,2,NO,2,3,SI,Medicina Humana
497,100034138,2,2,NO,1,4,NO,Medic Veterinaria y Zootecnia
498,100034147,0,0,NO,0,3,NO,Ingeniería y Gestión Ambiental
499,100034149,0,2,NO,0,5,NO,Medicina Humana
500,100034163,1,1,SI,1,5,NO,Psicología
501,100034183,0,0,NO,0,4,NO,Medicina Humana
502,100034187,3,2,SI,2,3,SI,Medicina Humana
503,100034195,1,1,NO,0,8,NO,Psicología
504,100034335,0,0,NO,0,2,NO,Medicina Humana
505,100034343,3,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
506,100034357,0,0,NO,0,1,NO,Medicina Humana
507,100034438,0,1,NO,0,5,NO,Medicina Humana
508,100034462,2,1,NO,1,4,NO,Medic Veterinaria y Zootecnia
509,100034512,1,1,NO,0,3,NO,Medicina Humana
510,100034529,3,0,NO,0,3,NO,Biología Marina y Econegocio
511,100034558,2,3,NO,1,3,NO,Medic Veterinaria y Zootecnia
512,100034725,1,3,SI,1,4,NO,Biología Marina
513,100034731,1,1,NO,0,6,NO,Derecho
514,100034734,1,2,NO,0,4,NO,Estomatología
515,100034772,1,0,NO,0,7,NO,Psicología
516,100034784,1,1,NO,0,1,NO,Medic Veterinaria y Zootecnia
517,100034816,0,0,NO,0,5,NO,Medicina Humana
518,100034818,3,2,SI,2,4,SI,Derecho
519,100034848,1,1,NO,0,5,NO,Medicina Humana
520,100034849,1,2,NO,0,3,NO,Comunicación y Publicidad
521,100034851,1,1,NO,0,3,NO,Medic Veterinaria y Zootecnia
522,100034852,2,1,NO,1,2,SI,Medicina Humana
523,100034857,5,4,NO,0,7,NO,Medic Veterinaria y Zootecnia
524,100034875,0,0,NO,0,5,NO,Medicina Humana
525,100034925,0,0,NO,0,1,NO,Estomatología
526,100034982,1,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
527,100034994,0,0,NO,0,2,NO,Nutrición y Dietética
528,100035027,0,0,NO,0,6,NO,Medicina Humana
529,100035029,1,0,NO,0,2,NO,Medicina Humana
530,100035033,2,2,NO,2,4,SI,Medic Veterinaria y Zootecnia
531,100035114,0,2,NO,0,6,NO,Medicina Humana
532,100035140,1,0,NO,0,3,NO,Administracion de Empresas
533,100035154,2,2,NO,0,3,NO,Ingeniería y Gestión Ambiental
534,100035184,0,0,NO,0,3,NO,Ingeniería y Gestión Ambiental
535,100035243,0,0,NO,0,6,NO,Comunicación y Publicidad
536,100035286,0,0,NO,0,6,NO,Medicina Humana
537,100035343,0,0,NO,0,5,NO,Medicina Humana
538,100035407,1,2,NO,1,3,NO,Biología Marina y Econegocio
539,100035411,2,2,SI,1,3,NO,Medicina Humana
540,100035412,0,0,NO,0,4,NO,Medicina Humana
541,100035444,2,0,NO,1,4,NO,Arquitectura y Urb Ambiental
542,100035445,1,1,NO,0,5,NO,Medicina Humana
543,100035456,0,0,NO,0,4,NO,Medicina Humana
544,100035467,3,1,NO,0,4,NO,Medicina Humana
545,100035470,0,0,NO,0,4,NO,Medicina Humana
546,100035474,0,1,NO,0,7,NO,Adm. Negocios Internacionales
547,100035476,0,0,NO,0,1,NO,Psicología
548,100035479,1,1,NO,0,5,NO,Medicina Humana
549,100035480,2,2,NO,1,3,NO,Arquitectura y Urb Ambiental
550,100035491,0,0,NO,0,1,NO,Psicología
551,100035515,0,1,NO,0,5,NO,Medicina Humana
552,100035590,2,3,NO,0,5,NO,Medicina Humana
553,100035592,3,1,NO,0,7,NO,Psicología
554,100035593,3,3,NO,0,5,NO,Medic Veterinaria y Zootecnia
555,100035598,3,3,NO,2,5,NO,Medicina Humana
556,100035607,1,0,NO,0,4,NO,Comunicación y Publicidad
557,100035610,2,0,NO,1,3,NO,Arquitectura y Urb Ambiental
558,100035611,2,2,NO,1,3,NO,Medicina Humana
559,100035643,0,1,NO,0,6,NO,Medicina Humana
560,100035813,1,1,NO,0,6,NO,Derecho
561,100035857,2,2,NO,1,3,NO,Medicina Humana
562,100035893,0,0,NO,0,1,NO,Nutrición y Dietética
563,100035895,2,0,NO,0,2,NO,Medicina Humana
564,100035904,2,2,NO,0,4,NO,Medicina Humana
565,100035917,0,0,NO,0,1,NO,Arquitectura y Urb Ambiental
566,100035926,2,0,NO,0,6,NO,Medic Veterinaria y Zootecnia
567,100035937,4,4,NO,1,5,NO,Medic Veterinaria y Zootecnia
568,100035944,0,1,NO,0,6,NO,Medicina Humana
569,100035976,1,1,NO,0,2,NO,Arquitectura y Urb Ambiental
570,100036023,2,1,NO,1,3,NO,Estomatología
571,100036025,2,3,NO,0,4,NO,Medicina Humana
572,100036095,1,1,NO,0,7,NO,Comunicación y Publicidad
573,100036103,2,1,NO,0,4,NO,Medicina Humana
574,100036109,1,0,NO,0,2,NO,Medicina Humana
575,100036119,0,0,NO,0,5,NO,Medicina Humana
576,100036167,0,0,NO,0,1,NO,Nutrición y Dietética
577,100036175,3,4,SI,3,4,SI,Ingeniería y Gestión Ambiental
578,100036192,0,2,NO,0,5,NO,Medicina Humana
579,100036215,0,1,NO,0,6,NO,Medicina Humana
580,100036245,1,5,SI,4,6,SI,Medicina Humana
581,100036273,3,4,NO,1,4,NO,Medic Veterinaria y Zootecnia
582,100036290,1,0,NO,0,3,NO,Medicina Humana
583,100036304,1,0,NO,0,1,NO,Medicina Humana
584,100036308,1,1,NO,1,3,NO,Medicina Humana
585,100036318,1,3,NO,0,3,NO,Medicina Humana
586,100036319,0,0,NO,0,5,NO,Adm. Negocios Internacionales
587,100036323,1,2,NO,0,6,NO,Medic Veterinaria y Zootecnia
588,100036329,1,0,NO,0,2,NO,Arquitectura y Urb Ambiental
589,100036342,1,1,NO,1,2,SI,Medicina Humana
590,100036343,0,0,NO,0,3,NO,Ingeniería y Gestión Ambiental
591,100036362,0,1,NO,0,3,NO,Medicina Humana
592,100036366,1,1,NO,2,2,SI,Medicina Humana
593,100036388,0,0,NO,0,3,NO,Adm. Negocios Internacionales
594,100036392,2,1,NO,1,3,NO,Estomatología
595,100036409,0,1,NO,0,2,NO,Medicina Humana
596,100036451,0,0,NO,0,4,NO,Medicina Humana
597,100036452,0,1,NO,1,5,NO,Estomatología
598,100036460,2,1,SI,0,5,NO,Derecho
599,100036536,0,0,NO,0,4,NO,Medicina Humana
600,100036540,1,0,NO,0,3,NO,Medicina Humana
601,100036559,0,0,NO,0,5,NO,Medicina Humana
602,100036571,2,1,NO,1,3,NO,Medicina Humana
603,100036585,0,0,NO,0,7,NO,Medicina Humana
604,100036604,0,0,NO,0,5,NO,Psicología
605,100036649,0,0,NO,0,1,NO,Medicina Humana
606,100036705,0,0,NO,0,6,NO,Nutrición y Dietética
607,100036714,1,2,NO,1,3,NO,Medic Veterinaria y Zootecnia
608,100036717,0,0,NO,0,1,NO,Psicología
609,100036724,4,3,NO,2,5,NO,Medic Veterinaria y Zootecnia
610,100036739,1,2,NO,0,4,NO,Medicina Humana
611,100036799,1,1,NO,1,2,SI,Medicina Humana
612,100036808,0,1,NO,0,3,NO,Medic Veterinaria y Zootecnia
613,100036847,0,0,NO,0,6,NO,Comunicación y Publicidad
614,100036863,0,0,NO,0,6,NO,Turismo Sostenible y Hotelería
615,100036889,1,1,NO,0,3,NO,Ingeniería y Gestión Ambiental
616,100036894,1,2,NO,0,2,NO,Medicina Humana
617,100036924,2,1,NO,0,7,NO,Comunicación y Publicidad
618,100036934,3,4,NO,1,5,NO,Medic Veterinaria y Zootecnia
619,100036962,1,2,NO,0,5,NO,Contabilidad y Finanzas
620,100037006,1,2,NO,0,4,NO,Medicina Humana
621,100037022,1,2,NO,0,5,NO,Medicina Humana
622,100037026,1,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
623,100037027,0,1,NO,0,7,NO,Administracion de Empresas
624,100037036,3,1,NO,0,6,NO,Psicología
625,100037056,0,1,NO,0,5,NO,Medicina Humana
626,100037130,3,2,NO,1,5,NO,Medicina Humana
627,100037137,3,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
628,100037154,5,6,SI,2,6,NO,Ingeniería y Gestión Ambiental
629,100037159,1,0,NO,0,2,NO,Arquitectura y Urb Ambiental
630,100037168,2,2,NO,1,2,SI,Medic Veterinaria y Zootecnia
631,100037201,0,0,NO,0,6,NO,Comunicación y Publicidad
632,100037208,1,1,SI,0,6,NO,Adm. Negocios Internacionales
633,100037209,0,0,NO,0,3,NO,Derecho
634,100037232,2,0,NO,0,3,NO,Enfermería
635,100037240,3,0,NO,0,4,NO,Biología Marina y Econegocio
636,100037241,1,0,NO,0,7,NO,Medic Veterinaria y Zootecnia
637,100037257,0,0,NO,0,5,NO,Enfermería
638,100037273,0,1,NO,0,4,NO,Medicina Humana
639,100037283,0,0,NO,0,5,NO,Medicina Humana
640,100037290,1,2,NO,1,4,NO,Medic Veterinaria y Zootecnia
641,100037310,2,2,SI,2,4,SI,Biología Marina y Econegocio
642,100037320,0,0,NO,0,6,NO,Turismo Sostenible y Hotelería
643,100037324,0,0,NO,0,4,NO,Estomatología
644,100037329,2,3,NO,0,4,NO,Medicina Humana
645,100037332,1,0,NO,0,6,NO,Medicina Humana
646,100037335,2,3,NO,1,5,NO,Medicina Humana
647,100037336,2,1,NO,0,3,NO,Psicología
648,100037340,1,2,NO,0,4,NO,Ingeniería Ambiental
649,100037344,1,0,NO,0,2,NO,Psicología
650,100037367,0,0,NO,0,4,NO,Artes Escénicas
651,100037371,3,3,NO,2,4,SI,Medic Veterinaria y Zootecnia
652,100037400,0,3,NO,0,4,NO,Adm. Negocios Internacionales
653,100037403,0,0,NO,0,6,NO,Marketing y Administración
654,100037409,2,1,NO,0,6,NO,Biología Marina y Econegocio
655,100037412,0,0,NO,0,3,NO,Obstetricia
656,100037417,1,1,NO,0,2,NO,Medicina Humana
657,100037445,0,0,NO,0,4,NO,Medicina Humana
658,100037456,1,1,NO,0,5,NO,Ingeniería y Gestión Ambiental
659,100037463,0,0,NO,0,6,NO,Administracion de Empresas
660,100037489,1,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
661,100037498,0,2,NO,0,6,NO,Nutrición y Dietética
662,100037527,1,1,NO,0,4,NO,Ing. Económica y de Negocios
663,100037575,0,0,NO,0,4,NO,Medicina Humana
664,100037582,3,1,NO,1,4,NO,Medicina Humana
665,100037593,1,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
666,100037621,1,1,NO,1,1,SI,Estomatología
667,100037627,0,0,NO,1,4,NO,Ingeniería y Gestión Ambiental
668,100037628,1,1,NO,0,4,NO,Ingeniería y Gestión Ambiental
669,100037629,4,4,SI,4,7,SI,Turismo Sostenible y Hotelería
670,100037680,2,1,NO,0,4,NO,Estomatología
671,100037685,0,1,NO,0,7,NO,Marketing y Administración
672,100037695,4,2,NO,0,7,NO,Adm. Negocios Internacionales
673,100037699,2,0,NO,0,3,NO,Arquitectura y Urb Ambiental
674,100037721,1,3,SI,0,4,NO,Medic Veterinaria y Zootecnia
675,100037732,0,0,NO,0,3,NO,Arquitectura y Urb Ambiental
676,100037816,1,1,NO,1,4,NO,Estomatología
677,100037827,1,1,NO,0,8,NO,Adm. Negocios Internacionales
678,100037831,2,2,NO,0,3,NO,Medic Veterinaria y Zootecnia
679,100037843,0,0,NO,0,4,NO,Administracion de Empresas
680,100037860,4,3,NO,1,6,NO,Medic Veterinaria y Zootecnia
681,100037924,0,0,NO,0,4,NO,Ingeniería y Gestión Ambiental
682,100037928,2,2,NO,0,3,NO,Medicina Humana
683,100037934,3,2,NO,0,6,NO,Adm. Negocios Internacionales
684,100037941,0,0,NO,0,1,NO,Psicología
685,100038006,0,0,NO,0,4,NO,Marketing y Administración
686,100038012,2,2,NO,0,2,NO,Medic Veterinaria y Zootecnia
687,100038018,0,1,NO,0,1,NO,Medicina Humana
688,100038086,2,1,NO,0,2,NO,Medic Veterinaria y Zootecnia
689,100038114,0,1,NO,0,2,NO,Nutrición y Dietética
690,100038119,2,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
691,100038127,2,2,SI,0,5,NO,Medicina Humana
692,100038158,1,1,NO,0,7,NO,Turismo Sostenible y Hotelería
693,100038194,0,0,NO,0,2,NO,Adm. Negocios Internacionales
694,100038205,1,1,NO,0,7,NO,Psicología
695,100038213,1,1,SI,1,2,SI,Medicina Humana
696,100038256,3,2,NO,1,5,NO,Medic Veterinaria y Zootecnia
697,100038282,0,0,NO,0,5,NO,Medicina Humana
698,100038291,1,1,NO,1,1,SI,Medic Veterinaria y Zootecnia
699,100038321,0,0,NO,0,7,NO,Comunicación y Publicidad
700,100038327,1,0,NO,0,1,NO,Comunicación y Publicidad
701,100038349,0,1,NO,0,1,NO,Adm. Negocios Internacionales
702,100038380,3,3,NO,2,5,NO,Medic Veterinaria y Zootecnia
703,100038457,4,1,SI,0,7,NO,Estomatología
704,100038477,4,3,SI,3,6,SI,Medicina Humana
705,100038539,1,0,SI,0,3,NO,Medicina Humana
706,100038543,2,2,SI,2,2,SI,Medicina Humana
707,100038557,0,0,NO,0,4,NO,Medicina Humana
708,100038582,0,0,NO,0,4,NO,Medicina Humana
709,100038587,2,1,NO,1,4,NO,Medicina Humana
710,100038626,0,0,NO,0,4,NO,Medicina Humana
711,100038693,3,1,NO,0,4,NO,Medicina Humana
712,100038724,3,1,NO,1,3,NO,Medic Veterinaria y Zootecnia
713,100038737,0,2,NO,0,3,NO,Medic Veterinaria y Zootecnia
714,100038751,1,0,SI,0,7,NO,Ingeniería y Gestión Ambiental
715,100038753,1,0,NO,0,6,NO,Derecho
716,100038776,4,2,NO,0,6,NO,Medic Veterinaria y Zootecnia
717,100038777,1,0,NO,0,4,NO,Nutrición y Dietética
718,100038781,0,1,NO,0,3,NO,Ingeniería y Gestión Ambiental
719,100038813,0,0,NO,0,3,NO,Administracion de Empresas
720,100038924,3,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
721,100038948,1,1,NO,1,1,SI,Medic Veterinaria y Zootecnia
722,100038950,3,2,SI,1,4,NO,Ingeniería y Gestión Ambiental
723,100038978,0,1,NO,0,5,NO,Medicina Humana
724,100038985,1,1,NO,1,1,SI,Medic Veterinaria y Zootecnia
725,100039067,2,0,NO,0,3,NO,Ing. Económica y de Negocios
726,100039069,2,2,NO,0,7,NO,Medicina Humana
727,100039070,1,0,NO,0,3,NO,Medicina Humana
728,100039100,0,0,NO,0,5,NO,Medicina Humana
729,100039103,3,3,NO,1,4,NO,Medic Veterinaria y Zootecnia
730,100039143,1,0,NO,0,1,NO,Medicina Humana
731,100039156,1,1,NO,1,3,NO,Arquitectura y Urb Ambiental
732,100039188,4,2,NO,0,6,NO,Biología Marina y Econegocio
733,100039198,1,3,NO,0,4,NO,Medicina Humana
734,100039203,0,1,NO,1,3,NO,Medic Veterinaria y Zootecnia
735,100039234,0,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
736,100039235,1,2,NO,0,3,NO,Medic Veterinaria y Zootecnia
737,100039242,1,0,NO,0,5,NO,Medicina Humana
738,100039243,2,1,NO,1,5,NO,Estomatología
739,100039245,3,4,NO,0,6,NO,Biología Marina y Econegocio
740,100039252,0,0,NO,0,4,NO,Medicina Humana
741,100039279,1,1,NO,0,3,NO,Medicina Humana
742,100039290,0,0,NO,0,5,NO,Medicina Humana
743,100039298,4,3,NO,0,5,NO,Medic Veterinaria y Zootecnia
744,100039306,3,2,NO,1,5,NO,Medic Veterinaria y Zootecnia
745,100039308,1,1,NO,0,3,NO,Medicina Humana
746,100039310,0,1,NO,0,4,NO,Medicina Humana
747,100039311,1,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
748,100039316,0,1,NO,0,3,NO,Medicina Humana
749,100039317,0,0,NO,0,1,NO,Medicina Humana
750,100039336,0,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
751,100039355,4,3,NO,1,5,NO,Medic Veterinaria y Zootecnia
752,100039362,4,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
753,100039429,2,0,NO,0,4,NO,Ingeniería y Gestión Ambiental
754,100039435,0,1,NO,0,5,NO,Medicina Humana
755,100039436,1,0,NO,0,5,NO,Medicina Humana
756,100039463,0,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
757,100039495,0,3,NO,0,4,NO,Medic Veterinaria y Zootecnia
758,100039552,0,1,NO,0,5,NO,Medicina Humana
759,100039572,0,1,NO,0,4,NO,Medic Veterinaria y Zootecnia
760,100039653,0,2,NO,0,2,NO,Medicina Humana
761,100039654,2,1,NO,0,3,NO,Arquitectura y Urb Ambiental
762,100039726,1,0,NO,0,5,NO,Biología Marina y Econegocio
763,100039731,0,0,NO,0,6,NO,Adm. Negocios Internacionales
764,100039732,0,1,NO,1,6,NO,Medicina Humana
765,100039739,0,1,NO,0,5,NO,Medicina Humana
766,100039745,0,1,NO,0,4,NO,Medicina Humana
767,100039766,0,1,NO,0,5,NO,Medicina Humana
768,100039786,3,3,SI,2,4,SI,Obstetricia
769,100039802,0,0,NO,0,4,NO,Ing. Negocios Agroforestales
770,100039804,0,0,NO,0,4,NO,Medicina Humana
771,100039808,0,0,NO,0,4,NO,Medicina Humana
772,100039818,0,1,NO,0,5,NO,Medicina Humana
773,100039822,1,1,NO,0,2,NO,Estomatología
774,100039824,1,1,NO,0,2,NO,Medicina Humana
775,100039831,5,6,SI,5,6,SI,Medicina Humana
776,100039839,2,2,NO,1,3,NO,Medic Veterinaria y Zootecnia
777,100039843,1,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
778,100039867,3,3,SI,3,3,SI,Estomatología
779,100039875,1,2,NO,1,5,NO,Medicina Humana
780,100039876,0,0,NO,0,3,NO,Medicina Humana
781,100039879,3,1,NO,0,4,NO,Biología Marina y Econegocio
782,100039893,2,3,NO,2,4,SI,Medic Veterinaria y Zootecnia
783,100039918,0,1,NO,0,6,NO,Psicología
784,100039921,1,1,NO,0,4,NO,Medicina Humana
785,100039929,1,0,NO,0,3,NO,Medicina Humana
786,100039930,1,1,NO,0,3,NO,Comunicación y Publicidad
787,100039940,2,2,SI,0,6,NO,Artes Escénicas
788,100039941,3,3,NO,0,6,NO,Ingeniería y Gestión Ambiental
789,100039952,2,3,NO,0,5,NO,Biología Marina y Econegocio
790,100039957,3,3,SI,3,3,SI,Medic Veterinaria y Zootecnia
791,100039961,3,2,NO,1,5,NO,Estomatología
792,100039987,1,0,NO,0,6,NO,Farmacia y Bioquímica
793,100039989,3,5,NO,1,6,NO,Medic Veterinaria y Zootecnia
794,100039991,0,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
795,100039994,2,2,NO,1,3,NO,Ingeniería y Gestión Ambiental
796,100040002,3,2,NO,0,3,NO,Medic Veterinaria y Zootecnia
797,100040005,2,3,NO,2,3,SI,Medicina Humana
798,100040015,1,1,NO,0,1,NO,Nutrición y Dietética
799,100040018,0,0,NO,0,5,NO,Medicina Humana
800,100040049,1,2,SI,1,5,NO,Nutrición y Dietética
801,100040053,4,2,NO,0,5,NO,Ingeniería Ambiental
802,100040057,0,2,NO,0,4,NO,Medicina Humana
803,100040062,2,2,NO,0,4,NO,Medic Veterinaria y Zootecnia
804,100040065,1,2,NO,0,5,NO,Ingeniería y Gestión Ambiental
805,100040072,2,3,SI,2,4,SI,Medic Veterinaria y Zootecnia
806,100040088,1,0,NO,0,2,NO,Estomatología
807,100040089,3,2,NO,1,4,NO,Medic Veterinaria y Zootecnia
808,100040096,2,2,NO,1,3,NO,Medic Veterinaria y Zootecnia
809,100040115,0,0,NO,0,2,NO,Administracion de Empresas
810,100040125,1,2,NO,0,3,NO,Biología Marina y Econegocio
811,100040126,3,3,SI,3,4,SI,Medicina Humana
812,100040134,2,2,NO,1,3,NO,Medicina Humana
813,100040143,0,1,NO,0,5,NO,Medicina Humana
814,100040145,0,0,NO,0,5,NO,Medicina Humana
815,100040148,0,1,NO,0,5,NO,Medicina Humana
816,100040150,1,1,NO,0,3,NO,Medicina Humana
817,100040162,1,0,NO,0,5,NO,Ingeniería y Gestión Ambiental
818,100040191,0,0,NO,0,7,NO,Estomatología
819,100040201,0,1,NO,0,5,NO,Medicina Humana
820,100040202,1,1,NO,1,4,NO,Medicina Humana
821,100040212,1,0,NO,0,3,NO,Medicina Humana
822,100040213,2,2,NO,0,2,NO,Medicina Humana
823,100040218,2,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
824,100040221,2,3,SI,2,5,NO,Medicina Humana
825,100040225,1,1,SI,1,1,SI,Medicina Humana
826,100040231,0,0,NO,0,2,NO,Nutrición y Dietética
827,100040233,0,0,NO,0,5,NO,Medicina Humana
828,100040266,2,0,NO,0,2,NO,Medicina Humana
829,100040285,0,1,NO,0,4,NO,Medicina Humana
830,100040288,0,0,NO,0,5,NO,Medicina Humana
831,100040301,2,2,NO,0,3,NO,Medicina Humana
832,100040326,1,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
833,100040331,0,0,NO,0,1,NO,Ingeniería Ambiental
834,100040333,1,1,NO,0,3,NO,Medicina Humana
835,100040353,1,1,SI,1,1,SI,Psicología
836,100040379,2,0,NO,0,6,NO,Biología Marina y Econegocio
837,100040381,3,2,NO,0,6,NO,Medicina Humana
838,100040394,0,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
839,100040404,0,1,NO,0,5,NO,Medicina Humana
840,100040405,1,1,NO,0,4,NO,Medicina Humana
841,100040407,0,1,NO,0,5,NO,Medicina Humana
842,100040426,0,0,NO,0,2,NO,Medicina Humana
843,100040446,1,3,NO,1,7,NO,Biología Marina y Econegocio
844,100040458,0,0,NO,0,4,NO,Ingeniería y Gestión Ambiental
845,100040472,0,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
846,100040488,0,0,NO,0,2,NO,Medicina Humana
847,100040553,1,1,NO,0,2,NO,Ingeniería y Gestión Ambiental
848,100040567,0,0,NO,0,1,NO,Psicología
849,100040593,0,1,NO,0,2,NO,Ing. Económica y de Negocios
850,100040608,2,1,NO,1,3,NO,Medic Veterinaria y Zootecnia
851,100040621,2,0,NO,0,6,NO,Ingeniería y Gestión Ambiental
852,100040649,2,1,NO,0,3,NO,Biología Marina y Econegocio
853,100040661,2,0,NO,0,3,NO,Ing. de Sistemas Empresariales
854,100040667,2,2,SI,1,3,NO,Biología Marina y Econegocio
855,100040683,0,1,NO,0,2,NO,Adm. Negocios Internacionales
856,100040685,0,0,NO,0,5,NO,Medicina Humana
857,100040718,0,0,NO,0,5,NO,Medicina Humana
858,100040744,4,1,NO,0,4,NO,Medicina Humana
859,100040765,0,1,NO,0,2,NO,Medicina Humana
860,100040776,3,1,NO,0,3,NO,Medic Veterinaria y Zootecnia
861,100040781,0,0,NO,0,3,NO,Artes Escénicas
862,100040801,1,0,NO,0,5,NO,Medicina Humana
863,100040813,0,2,NO,0,5,NO,Medicina Humana
864,100040827,1,0,NO,0,4,NO,Nutrición y Dietética
865,100040829,0,3,NO,0,6,NO,Medicina Humana
866,100040839,2,0,NO,0,4,NO,Estomatología
867,100040857,0,0,NO,0,4,NO,Medicina Humana
868,100040880,0,1,NO,0,6,NO,Medicina Humana
869,100040884,0,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
870,100041050,0,1,NO,0,5,NO,Medicina Humana
871,100041087,1,2,NO,0,6,NO,Biología Marina y Econegocio
872,100041092,1,0,NO,0,4,NO,Medicina Humana
873,100041114,0,0,NO,0,2,NO,Medic Veterinaria y Zootecnia
874,100041125,3,2,SI,2,3,SI,Medic Veterinaria y Zootecnia
875,100041129,0,0,NO,0,3,NO,Obstetricia
876,100041134,0,0,NO,0,5,NO,Adm. Negocios Internacionales
877,100041147,4,1,SI,1,5,NO,Arquitectura y Urb Ambiental
878,100041168,0,0,NO,0,2,NO,Medicina Humana
879,100041209,0,0,NO,0,1,NO,Medicina Humana
880,100041215,0,0,NO,0,4,NO,Medicina Humana
881,100041218,4,3,SI,2,4,SI,Medicina Humana
882,100041223,1,1,NO,0,6,NO,Biología Marina y Econegocio
883,100041234,1,1,NO,0,6,NO,Medicina Humana
884,100041271,1,0,NO,0,3,NO,Medic Veterinaria y Zootecnia
