IdAlumno,Prediccion,Prediccion_Probabilidad,Edad,Genero,Distrito,Provincia,Departamento,FamiliarResponsable,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,ExcedeMitadCursosDesaprobados,GrupoEdad,ExcedePagosAtrasados,TipoColegio,Desercion
100141040,0,0.2096239470218228,18.0,M,BELLAVISTA,JAÉN,CAJAMARCA,Madre,2,0,NO,NO,MenosDe18,0.0,PUBL,0
100141041,0,0.19836588674984643,20.0,F,LOS OLIVOS,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PUBL,0
100141051,0,0.16536582890869383,17.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141052,1,0.7382322556108554,18.0,M,PUENTE PIEDRA,LIMA ,LIMA,Madre,2,3,SI,NO,MenosDe18,0.0,PUBL,1
100141054,1,0.4104655590134459,29.0,F,HUARAL,HUARAL ,LIMA,Alumno,1,1,NO,NO,Mayor25,0.0,PUBL,1
100141055,1,0.8425828930770534,19.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,3,5,SI,NO,Entre18y25,0.0,PUBL,1
100141061,0,0.18833008149166133,19.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,2,1,NO,NO,Entre18y25,0.0,PUBL,0
100141064,1,0.6195983483767912,20.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,4,2,SI,NO,Entre18y25,1.0,PUBL,1
100141067,0,0.3485599495803306,20.0,F,ATE,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,1.0,PUBL,0
100141069,0,0.1436077664749688,20.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100141082,0,0.1762000308229968,17.0,M,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141089,0,0.24983951695938694,19.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Alumno,2,0,NO,NO,Entre18y25,1.0,PRIV,0
100141090,0,0.052071605235265335,19.0,F,PACHACAMAC,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100141093,1,0.4846871395784444,24.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,1.0,PUBL,1
100141096,0,0.10511891615689672,19.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,0,1,NO,NO,Entre18y25,0.0,PUBL,0
100141101,0,0.25256135843158156,17.0,M,CHORRILLOS,LIMA ,LIMA,Madre,1,0,NO,NO,MenosDe18,0.0,PUBL,0
100141102,0,0.24144562678373638,24.0,F,ATE,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PRIV,0
100141110,0,0.13995085427895074,19.0,F,ATE,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PRIV,0
100141111,0,0.23259295954053766,18.0,F,COMAS,LIMA ,LIMA,Apoderado,2,1,SI,NO,MenosDe18,0.0,PRIV,0
100141122,0,0.3397237686265872,19.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Apoderado,2,2,NO,NO,Entre18y25,0.0,PRIV,0
100141129,1,0.4648221424857497,31.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,1,1,NO,NO,Mayor25,0.0,PRIV,0
100141131,1,0.4643701285288813,19.0,M,LOS OLIVOS,LIMA ,LIMA,Alumno,0,3,NO,NO,Entre18y25,0.0,PRIV,0
100141136,0,0.37208188348565613,22.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2,2,SI,NO,Entre18y25,0.0,PRIV,0
100141140,0,0.3926819089359584,18.0,M,CHORRILLOS,LIMA ,LIMA,Apoderado,3,1,SI,NO,MenosDe18,0.0,PRIV,0
100141143,0,0.2667156657724273,22.0,M,RÍMAC,LIMA ,LIMA,Alumno,0,1,NO,NO,Entre18y25,0.0,PRIV,0
100141148,0,0.2559409984224413,18.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Apoderado,0,2,NO,NO,MenosDe18,0.0,PRIV,0
100141152,1,0.9655601965363886,19.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,6,6,SI,SI,Entre18y25,1.0,PRIV,1
100141158,0,0.08432160492670003,18.0,F,LOS OLIVOS,LIMA ,LIMA,Padre,0,1,NO,NO,MenosDe18,0.0,PRIV,0
100141165,1,0.5477863284229104,17.0,M,SAN MARTÍN DE PORRES,LIMA,LIMA,Apoderado,2,1,NO,NO,MenosDe18,1.0,PRIV,0
100141168,1,0.9576779753408198,21.0,F,COMAS,LIMA ,LIMA,Alumno,3,6,SI,NO,Entre18y25,1.0,PUBL,1
100141170,0,0.09943642283653499,17.0,F,ATE,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PRIV,0
100141182,0,0.2095704652568581,19.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PRIV,0
100141196,0,0.21303386854757866,25.0,M,ATE,LIMA ,LIMA,Alumno,1,0,NO,NO,Mayor25,0.0,PRIV,0
100141199,1,0.8639341508461159,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Madre,4,4,SI,NO,MenosDe18,0.0,PRIV,1
100141207,1,0.5,37.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PRIV,0
100141227,1,0.7312136351245244,18.0,M,ANCÓN,LIMA ,LIMA,Apoderado,4,5,SI,NO,MenosDe18,1.0,PRIV,1
100141228,0,0.13588076741878893,19.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PRIV,0
100141242,0,0.13607756989051276,19.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PRIV,0
100141243,0,0.30705330659309743,20.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,3,0,NO,NO,Entre18y25,0.0,PUBL,0
100141249,1,0.555485506560265,18.0,F,SAN JERÓNIMO,LUYA,AMAZONAS,Apoderado,2,3,SI,NO,MenosDe18,1.0,PRIV,0
100141253,1,0.8358185637290411,19.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2,4,SI,NO,Entre18y25,1.0,PRIV,1
100141262,0,0.16812827126347654,17.0,M,PUENTE PIEDRA,LIMA ,LIMA,Padre,2,0,NO,NO,MenosDe18,0.0,PRIV,0
100141272,1,0.8158754771287487,17.0,F,LURIN,LIMA ,LIMA,Madre,3,7,SI,NO,MenosDe18,0.0,PRIV,1
100141282,0,0.1508430894183575,17.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PUBL,0
100141290,0,0.1290130226124581,19.0,F,COMAS,LIMA ,LIMA,Alumno,1,1,NO,NO,Entre18y25,0.0,PRIV,0
100141294,0,0.25747275912771556,21.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PRIV,0
100141299,0,0.006432216370845412,18.0,M,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141301,0,0.223846428375547,18.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2,0,NO,NO,MenosDe18,0.0,PRIV,0
100141302,0,0.08810898002868717,17.0,F,ATE,LIMA ,LIMA,Madre,0,1,NO,NO,MenosDe18,0.0,PRIV,0
100141308,0,0.08468913596305244,18.0,M,LIMA,LIMA ,LIMA,Apoderado,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141309,0,0.19375384529036244,20.0,M,ATE,LIMA ,LIMA,Alumno,1,1,SI,NO,Entre18y25,0.0,PRIV,1
100141310,0,0.254525910619005,17.0,F,RÍMAC,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PRIV,0
100141331,0,0.1687445157148483,17.0,F,CHORRILLOS,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PRIV,0
100141342,0,0.06383016847375775,17.0,M,TACNA,TACNA ,TACNA,Madre,1,1,NO,NO,MenosDe18,0.0,PRIV,0
100141348,1,0.43713734222977424,22.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,1.0,PRIV,0
100141372,0,0.020386712363318946,17.0,M,SAN BARTOLO,LIMA ,LIMA,Padre,1,1,NO,NO,MenosDe18,0.0,PRIV,0
100141373,0,0.328430416024954,18.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PRIV,1
100141380,0,0.17941586137059032,18.0,F,LOS OLIVOS,LIMA ,LIMA,Madre,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141382,1,0.5064415598710682,19.0,F,CIENEGUILLA,LIMA ,LIMA,Alumno,4,4,SI,NO,Entre18y25,1.0,PRIV,0
100141400,0,0.14339506317133185,18.0,M,LOS OLIVOS,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PRIV,0
100141406,1,0.6593886122549147,17.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,0,4,NO,NO,MenosDe18,1.0,PRIV,1
100141410,1,0.9186657720895203,18.0,F,SAN MIGUEL,LIMA ,LIMA,Apoderado,7,7,SI,SI,MenosDe18,1.0,PRIV,1
100141416,0,0.13255589915443078,19.0,F,ATE,LIMA ,LIMA,Alumno,2,1,NO,NO,Entre18y25,0.0,PRIV,0
100141426,1,0.9735318513654806,18.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Apoderado,4,6,SI,NO,MenosDe18,1.0,PRIV,1
100141437,0,0.30903409660700093,18.0,F,LOS OLIVOS,LIMA ,LIMA,Apoderado,1,0,NO,NO,MenosDe18,1.0,PRIV,0
100141442,1,0.7496194742778098,25.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,5,3,SI,NO,Mayor25,1.0,PRIV,1
100141443,1,0.9525782892437582,18.0,M,MALA,CAÑETE ,LIMA,Padre,6,6,SI,SI,MenosDe18,0.0,PRIV,1
100141444,0,0.16063990205823664,17.0,F,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO,Madre,2,0,NO,NO,MenosDe18,0.0,PRIV,0
100141447,0,0.20958900144416262,24.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PRIV,1
100141457,0,0.20964483076318727,18.0,F,COMAS,LIMA ,LIMA,Apoderado,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141470,0,0.16198666185928495,18.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141481,0,0.3297056804019037,22.0,M,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2,1,NO,NO,Entre18y25,1.0,PRIV,0
100141488,1,0.9222774318067402,18.0,F,COLTA,PÀUCAR DEL SARA SARA,AYACUCHO,Apoderado,1,2,SI,NO,MenosDe18,0.0,PRIV,1
100141490,1,0.7740242058782871,17.0,F,CHORRILLOS,LIMA ,LIMA,Madre,2,4,SI,NO,MenosDe18,0.0,PRIV,1
100141504,0,0.048950318430635485,19.0,F,ANCÓN,LIMA ,LIMA,Alumno,4,1,SI,NO,Entre18y25,0.0,PRIV,1
100141507,0,0.055695429634360014,21.0,F,SAN ANTONIO,HUAROCHIRÍ ,LIMA,Alumno,1,1,NO,NO,Entre18y25,1.0,PRIV,0
100141520,0,0.2178545653708212,24.0,F,ATE,LIMA ,LIMA,Alumno,1,1,NO,NO,Entre18y25,0.0,PRIV,1
100141521,0,0.029125925548267352,18.0,F,SURQUILLO,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,1.0,PRIV,0
100141525,1,0.8684549229254763,18.0,M,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Padre,5,6,SI,NO,MenosDe18,0.0,PUBL,1
100141526,0,0.272441172526842,19.0,F,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,1,2,NO,NO,Entre18y25,1.0,PRIV,1
100141529,0,0.20570232757307597,18.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Apoderado,1,1,NO,NO,MenosDe18,0.0,PUBL,0
100141534,1,0.9089793338065408,24.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,2,4,NO,NO,Entre18y25,1.0,PRIV,1
100141548,1,0.5939366391009013,20.0,F,PACHACAMAC,LIMA ,LIMA,Alumno,3,3,SI,NO,Entre18y25,1.0,PRIV,0
100141553,0,0.2810969784718794,18.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Apoderado,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141558,0,0.20966850948784574,26.0,F,SAN LUIS,CARLOS FERMÍN FITZCARRALD,ÁNCASH,Alumno,3,2,SI,NO,Mayor25,0.0,PRIV,0
100141559,0,0.28133616385914567,25.0,F,LOS OLIVOS,LIMA ,LIMA,Alumno,1,0,NO,NO,Mayor25,1.0,PRIV,0
100141561,1,0.7984746167724485,20.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,3,3,SI,NO,Entre18y25,1.0,PUBL,1
100141563,0,0.16990971203286204,17.0,F,SANTIAGO DE SURCO,LIMA ,LIMA,Padre,3,1,NO,NO,MenosDe18,0.0,PRIV,0
100141582,0,0.32318622069181435,18.0,F,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,2,2,SI,NO,MenosDe18,0.0,PRIV,1
100141590,0,0.20950159931553433,17.0,M,COMAS,LIMA ,LIMA,Madre,1,0,NO,NO,MenosDe18,0.0,PUBL,0
100141593,0,0.15784860637671386,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PRIV,0
100141595,1,0.9873491273298186,25.0,M,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,4,4,SI,SI,Mayor25,1.0,PUBL,1
100141608,1,0.7454301069527455,18.0,F,CHANCAY,HUARAL ,LIMA,Apoderado,2,1,NO,NO,MenosDe18,0.0,PUBL,0
100141609,1,0.5,23.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,1,2,NO,NO,Entre18y25,1.0,PUBL,0
100141620,0,0.1873230455042668,19.0,F,PUENTE PIEDRA,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PUBL,0
100141625,0,0.12651708007385762,20.0,F,PUNTA HERMOSA,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PUBL,0
100141634,0,0.26527486623727625,19.0,M,LOS OLIVOS,LIMA ,LIMA,Alumno,1,2,NO,NO,Entre18y25,0.0,PUBL,0
100141640,0,0.20966725909225842,18.0,M,CARABAYLLO,LIMA ,LIMA,Padre,1,1,NO,NO,MenosDe18,0.0,PRIV,0
100141643,0,0.25554463529094334,17.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Madre,3,0,NO,NO,MenosDe18,0.0,PRIV,0
100141652,0,0.1533198719042819,19.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,0,0,NO,NO,Entre18y25,0.0,PRIV,0
100141653,0,0.21719846875357016,18.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Apoderado,1,0,NO,NO,MenosDe18,0.0,PRIV,0
100141654,1,0.5372974976643728,21.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,4,1,SI,NO,Entre18y25,1.0,PUBL,1
100141656,0,0.21021054957049767,20.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,0,1,NO,NO,Entre18y25,1.0,PUBL,0
100141687,0,0.27655292660485425,24.0,F,ATE,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PUBL,0
100141709,1,0.41380796229253675,19.0,F,LOS OLIVOS,LIMA ,LIMA,Alumno,3,2,NO,NO,Entre18y25,1.0,PUBL,1
100141717,0,0.3009684193767275,21.0,M,PUEBLO LIBRE,LIMA ,LIMA,Alumno,2,2,SI,NO,Entre18y25,1.0,PUBL,1
100141718,0,0.029981021902367105,18.0,M,SURQUILLO,LIMA ,LIMA,Padre,2,1,NO,NO,MenosDe18,0.0,PUBL,0
100141722,0,0.10651743504320105,19.0,F,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100141726,1,0.8424552810821074,43.0,F,LA VICTORIA,LIMA ,LIMA,Alumno,2,0,NO,NO,Mayor25,1.0,PRIV,1
100141729,1,0.9630098692999646,17.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,6,6,SI,SI,MenosDe18,1.0,PUBL,1
100141744,0,0.27780810253611893,26.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,0,0,NO,NO,Mayor25,0.0,PUBL,1
100141758,0,0.20966052975650767,24.0,M,FRIAS,AYABACA ,PIURA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100141772,0,0.2952314663369963,21.0,F,CARABAYLLO,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PUBL,0
100141789,0,0.24160083797682746,18.0,F,COMAS,LIMA ,LIMA,Apoderado,1,0,NO,NO,MenosDe18,0.0,PUBL,0
100141794,0,0.2562575385536859,18.0,F,CARABAYLLO,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PUBL,0
100141813,0,0.1527862286809529,20.0,F,AYACUCHO,HUAMANGA,AYACUCHO,Alumno,1,1,NO,NO,Entre18y25,0.0,PUBL,0
100141814,0,0.15008066206450765,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141816,0,0.36550496098142116,18.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Apoderado,1,1,NO,NO,MenosDe18,1.0,PUBL,0
100141830,1,0.45505347705944327,18.0,M,LOS OLIVOS,LIMA ,LIMA,Apoderado,3,2,NO,NO,MenosDe18,0.0,PUBL,0
100141852,1,0.9725173804904934,18.0,F,LOS OLIVOS,LIMA ,LIMA,Apoderado,6,6,SI,SI,MenosDe18,1.0,PUBL,1
100141853,0,0.07522813987684907,19.0,F,PUEBLO LIBRE,LIMA ,LIMA,Alumno,1,1,NO,NO,Entre18y25,0.0,PUBL,0
100141855,0,0.15783237950414178,18.0,M,PUENTE PIEDRA,LIMA ,LIMA,Madre,0,1,NO,NO,MenosDe18,0.0,PUBL,0
100141856,0,0.2493695718936612,17.0,F,INDEPENDENCIA,LIMA ,LIMA,Padre,1,2,NO,NO,MenosDe18,0.0,PUBL,0
100141858,0,0.20953893032922746,18.0,F,PUEBLO LIBRE,LIMA ,LIMA,Apoderado,2,2,SI,NO,MenosDe18,0.0,PUBL,0
100141861,0,0.2688233997357796,18.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Apoderado,2,0,NO,NO,MenosDe18,0.0,PRIV,0
100141872,0,0.17319896961415746,17.0,M,INDEPENDENCIA,LIMA ,LIMA,Madre,0,1,NO,NO,MenosDe18,0.0,PUBL,0
100141879,0,0.2226536163020795,21.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,0,1,NO,NO,Entre18y25,1.0,PUBL,0
100141880,0,0.19607871030875615,18.0,M,COMAS,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141888,0,0.035002936921810036,18.0,F,CASMA,CASMA,ÁNCASH,Padre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141894,1,0.8426173247017309,23.0,M,CALLERIA,CORONEL PORTILLO ,UCAYALI,Alumno,3,3,SI,NO,Entre18y25,0.0,PRIV,1
100141896,0,0.14036706842980234,18.0,M,PUENTE PIEDRA,LIMA ,LIMA,Padre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141909,0,0.1758924789881892,18.0,M,COMAS,LIMA ,LIMA,Apoderado,0,1,NO,NO,MenosDe18,0.0,PUBL,0
100141914,1,0.8425341784177471,25.0,M,SAN ISIDRO,LIMA ,LIMA,Alumno,2,6,SI,NO,Mayor25,0.0,PUBL,1
100141915,0,0.21573986394319536,19.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,1,1,NO,NO,Entre18y25,0.0,PUBL,0
100141917,0,0.28201233291703637,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,1.0,PUBL,1
100141925,1,0.4274349771324296,18.0,F,SAYAN,HUAURA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PUBL,0
100141934,1,0.9948225242117104,20.0,M,PUENTE PIEDRA,LIMA ,LIMA,Alumno,4,6,SI,SI,Entre18y25,1.0,PUBL,1
100141935,0,0.0625947737370397,17.0,F,LIMA,LIMA ,LIMA,Padre,1,2,NO,NO,MenosDe18,0.0,PUBL,0
100141942,0,0.18831924397955116,19.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PUBL,0
100141944,0,0.07517247780897092,18.0,F,SANTA ROSA DE QUIVES,CANTA ,LIMA,Apoderado,1,1,NO,NO,MenosDe18,1.0,PUBL,0
100141956,0,0.18374493949537915,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Apoderado,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100141957,1,0.8424773494742602,18.0,M,ATE,LIMA ,LIMA,Madre,3,3,SI,NO,MenosDe18,1.0,PUBL,1
100141961,0,0.20959376068307653,18.0,M,PUNO,PUNO ,PUNO,Apoderado,4,2,SI,NO,MenosDe18,0.0,PUBL,0
100141976,0,0.25541185707085867,20.0,F,LOS OLIVOS,LIMA ,LIMA,Alumno,1,1,NO,NO,Entre18y25,1.0,PUBL,0
100141977,0,0.1877145346405767,18.0,F,VILLA EL SALVADOR,LIMA ,LIMA,Padre,2,1,NO,NO,MenosDe18,0.0,PUBL,0
100141980,1,0.964982416596292,19.0,F,INDEPENDENCIA,LIMA ,LIMA,Alumno,5,4,SI,SI,Entre18y25,1.0,PUBL,1
100141982,0,0.33776200152536906,17.0,F,PUENTE PIEDRA,LIMA ,LIMA,Madre,3,2,NO,NO,MenosDe18,0.0,PUBL,0
100141986,1,0.8997706259870153,17.0,M,HUARAL,HUARAL ,LIMA,Madre,3,4,SI,NO,MenosDe18,0.0,PUBL,1
100142005,0,0.1880020314554277,17.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,1.0,PUBL,0
100142011,1,0.48166764185429783,23.0,F,HUARAL,HUARAL ,LIMA,Alumno,1,0,NO,NO,Entre18y25,1.0,PUBL,1
100142025,0,0.19664720030198782,18.0,F,PUENTE PIEDRA,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PUBL,0
100142051,0,0.22340022926284697,25.0,F,ATE,LIMA ,LIMA,Alumno,2,0,NO,NO,Mayor25,0.0,PUBL,0
100142069,0,0.2298038651345176,18.0,F,LA VICTORIA,LIMA ,LIMA,Madre,1,0,NO,NO,MenosDe18,0.0,PUBL,0
100142077,0,0.2424318609541316,17.0,M,MALA,CAÑETE ,LIMA,Padre,1,0,NO,NO,MenosDe18,0.0,PUBL,0
100142130,0,0.19693793214371538,19.0,M,CARABAYLLO,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100142131,0,0.16897831662020527,17.0,M,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PUBL,0
100142137,1,0.9848843986895548,24.0,M,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,6,6,SI,SI,Entre18y25,1.0,PUBL,1
100142138,0,0.012729659389782062,22.0,F,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2,0,SI,NO,Entre18y25,1.0,PUBL,0
100142144,1,0.8745090445645033,19.0,F,LOS OLIVOS,LIMA ,LIMA,Alumno,3,4,SI,NO,Entre18y25,1.0,PUBL,1
100142154,0,0.1418918612071379,20.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,0.0,PUBL,0
100142162,0,0.2765334409668086,18.0,M,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,1,0,NO,NO,MenosDe18,0.0,PUBL,0
100142163,0,0.25580526827601463,19.0,F,CARABAYLLO,LIMA ,LIMA,Alumno,2,0,NO,NO,Entre18y25,0.0,PUBL,0
100142165,0,0.03670391997715498,20.0,F,LIMA,LIMA ,LIMA,Alumno,0,1,NO,NO,Entre18y25,0.0,PUBL,0
100142187,1,0.8425004518052555,30.0,F,SANTA ANITA,LIMA ,LIMA,Alumno,6,6,SI,SI,Mayor25,1.0,PUBL,1
100142230,0,0.2536761439136411,21.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,1,0,NO,NO,Entre18y25,0.0,PUBL,1
100142231,0,0.33691089479685904,20.0,M,CHORRILLOS,LIMA ,LIMA,Alumno,1,2,NO,NO,Entre18y25,0.0,PUBL,0
100142232,0,0.30710674338048255,27.0,F,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,1,0,NO,NO,Mayor25,0.0,PUBL,0
100142241,0,0.2614982107113025,17.0,M,COMAS,LIMA ,LIMA,Madre,1,0,NO,NO,MenosDe18,1.0,PRIV,1
100142284,0,0.08128285976574882,17.0,F,ATE,LIMA ,LIMA,Padre,0,1,NO,NO,MenosDe18,0.0,PUBL,0
100142329,0,0.2699419791629482,18.0,F,CARABAYLLO,LIMA ,LIMA,Madre,2,1,NO,NO,MenosDe18,0.0,PUBL,0
100142331,1,0.7603677924706859,20.0,F,LA VICTORIA,LIMA ,LIMA,Alumno,3,3,SI,NO,Entre18y25,0.0,PUBL,0
100142333,0,0.28565783616828483,18.0,F,ATE,LIMA ,LIMA,Apoderado,2,0,SI,NO,MenosDe18,0.0,PUBL,1
100142347,0,0.19768092298564133,18.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,1,1,NO,NO,MenosDe18,0.0,PUBL,0
100142350,1,0.43350415755044996,23.0,M,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,1,1,NO,NO,Entre18y25,1.0,PUBL,1
100142356,1,0.9731452808906245,27.0,F,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,4,6,SI,NO,Mayor25,1.0,PRIV,1
100142361,0,0.29558856458795174,23.0,F,INDEPENDENCIA,LIMA ,LIMA,Alumno,0,0,NO,NO,Entre18y25,1.0,PRIV,1
100142362,1,0.9869286145414105,22.0,F,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,4,4,SI,SI,Entre18y25,1.0,PRIV,1
100142369,1,0.9631267683599976,17.0,M,PUENTE PIEDRA,LIMA ,LIMA,Madre,6,6,SI,SI,MenosDe18,1.0,PRIV,1
100142373,0,0.09531143769461758,19.0,M,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,0,1,NO,NO,Entre18y25,0.0,PRIV,0
100142374,0,0.15956319776447944,19.0,F,CHORRILLOS,LIMA ,LIMA,Alumno,0,2,NO,NO,Entre18y25,0.0,PRIV,1
100142388,0,0.11211511693056336,18.0,F,ATE,LIMA ,LIMA,Madre,0,0,NO,NO,MenosDe18,0.0,PRIV,0
